identity,review_id,series_name,publish_time,corpus_source,platform,content_source,rating_overall,platform_rating_overall,platform_rating_overall_sentiment,platform_rating_overall_polarity,platform_rating_appearance,platform_rating_appearance_sentiment,platform_rating_appearance_available,platform_rating_interior,platform_rating_interior_sentiment,platform_rating_interior_available,platform_rating_space,platform_rating_space_sentiment,platform_rating_space_available,platform_rating_power,platform_rating_power_sentiment,platform_rating_power_available,platform_rating_control,platform_rating_control_sentiment,platform_rating_control_available,platform_rating_comfort,platform_rating_comfort_sentiment,platform_rating_comfort_available,platform_rating_fuel_consumption,platform_rating_fuel_consumption_sentiment,platform_rating_fuel_consumption_available,platform_rating_configuration,platform_rating_configuration_sentiment,platform_rating_configuration_available,platform_rating_intelligence,platform_rating_intelligence_sentiment,platform_rating_intelligence_available,platform_rating_value,platform_rating_value_sentiment,platform_rating_value_available,text_global_positive_cues,text_global_negative_cues,text_global_polarity,text_appearance_mentioned,text_appearance_positive_cues,text_appearance_negative_cues,text_appearance_polarity,text_interior_mentioned,text_interior_positive_cues,text_interior_negative_cues,text_interior_polarity,text_space_mentioned,text_space_positive_cues,text_space_negative_cues,text_space_polarity,text_power_mentioned,text_power_positive_cues,text_power_negative_cues,text_power_polarity,text_control_mentioned,text_control_positive_cues,text_control_negative_cues,text_control_polarity,text_comfort_mentioned,text_comfort_positive_cues,text_comfort_negative_cues,text_comfort_polarity,text_fuel_consumption_mentioned,text_fuel_consumption_positive_cues,text_fuel_consumption_negative_cues,text_fuel_consumption_polarity,text_configuration_mentioned,text_configuration_positive_cues,text_configuration_negative_cues,text_configuration_polarity,text_intelligence_mentioned,text_intelligence_positive_cues,text_intelligence_negative_cues,text_intelligence_polarity,text_value_mentioned,text_value_positive_cues,text_value_negative_cues,text_value_polarity
dongchedi::7155727159997239333,7155727159997239333,奥迪Q5L Sportback,2022-10-29 12:39:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,14,32,-1,1,4,1,1.0,1,4,1,1.0,1,5,4,1.0,1,0,4,-1.0,1,2,3,-1.0,1,3,3,0.0,1,0,1,-1.0,1,1,4,-1.0,1,1,2,-1.0,1,0,1,-1.0
dongchedi::7114832148825116707,7114832148825116707,奥迪Q5L Sportback,2022-10-31 08:17:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,6,11,-1,1,4,0,1.0,1,1,2,-1.0,1,1,2,-1.0,1,0,2,-1.0,0,0,0,,1,0,2,-1.0,0,0,0,,1,2,2,0.0,1,1,1,0.0,0,0,0,
dongchedi::7166258042583912500,7166258042583912500,奥迪Q5L Sportback,2022-11-16 21:44:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,1,1,0,1,0,1,-1.0,1,1,0,1.0,1,0,0,0.0,0,0,0,,1,1,0,1.0,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7166849414437277732,7166849414437277732,奥迪Q5L Sportback,2022-11-17 13:20:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,5.0,1.0,1,5.0,1.0,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,4,1,1,1,0,0,0.0,0,0,0,,1,2,1,1.0,0,0,0,,1,2,1,1.0,1,3,1,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7173173089033785357,7173173089033785357,奥迪Q5L Sportback,2022-12-04 15:11:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,14,4,1,1,0,0,0.0,1,2,0,1.0,1,1,1,0.0,1,0,3,-1.0,1,2,0,1.0,1,1,0,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,,1,3,0,1.0
dongchedi::7182848064997036064,7182848064997036064,奥迪Q5L Sportback,2022-12-30 15:58:00,historical_archive,dongchedi,,3.2,3.2,0.10000000000000009,-1.0,4.5,0.75,1,2.5,-0.25,1,3.0,0.0,1,,,0,,,0,,,0,,,0,3.0,0.0,1,,,0,,,0,0,0,0,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7206479035960922169,7206479035960922169,奥迪Q5L Sportback,2023-03-04 08:19:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,3.5,0.25,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,3,17,-1,1,0,1,-1.0,1,0,1,-1.0,1,1,1,0.0,1,0,1,-1.0,0,0,0,,1,1,0,1.0,1,0,2,-1.0,0,0,0,,0,0,0,,1,0,4,-1.0
dongchedi::7206902649210277940,7206902649210277940,奥迪Q5L Sportback,2023-03-05 11:43:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,5.0,1.0,1,3.5,0.25,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,2,0,1,1,1,0,1.0,0,0,0,,1,0,0,0.0,1,0,0,0.0,0,0,0,,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,,1,0,0,0.0
dongchedi::7215499782616256547,7215499782616256547,奥迪Q5L Sportback,2023-03-28 16:00:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,2,0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,2,1,1.0,1,2,0,1.0,0,0,0,,1,0,0,0.0,0,0,0,,1,0,0,0.0,0,0,0,
dongchedi::7220801021776236584,7220801021776236584,奥迪Q5L Sportback,2023-04-11 22:35:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,5,31,-1,1,1,2,-1.0,1,0,1,-1.0,1,2,2,0.0,1,0,2,-1.0,1,1,2,-1.0,1,1,0,1.0,1,0,4,-1.0,0,0,0,,0,0,0,,1,0,4,-1.0
dongchedi::7229223111495782433,7229223111495782433,奥迪Q5L Sportback,2023-05-04 15:44:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,4.5,0.75,1,3.5,0.25,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,3,2,1,1,0,0,0.0,1,0,0,0.0,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,1,1,0,1.0,1,1,0,1.0
dongchedi::7230619015205359668,7230619015205359668,奥迪Q5L Sportback,2023-05-08 14:59:00,historical_archive,dongchedi,,3.4,3.4,0.19999999999999996,-1.0,4.0,0.5,1,3.0,0.0,1,3.0,0.0,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,7,30,-1,1,2,4,-1.0,1,2,4,-1.0,1,1,5,-1.0,1,1,1,0.0,1,4,2,1.0,1,3,1,1.0,1,0,1,-1.0,1,0,1,-1.0,0,0,0,,1,1,2,-1.0
dongchedi::7231075280675147810,7231075280675147810,奥迪Q5L Sportback,2023-05-11 09:10:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,9,3,1,1,3,0,1.0,1,2,0,1.0,1,3,1,1.0,1,2,1,1.0,1,2,1,1.0,1,4,1,1.0,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,
dongchedi::7245668184378839044,7245668184378839044,奥迪Q5L Sportback,2023-06-17 23:34:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,7,8,-1,1,1,0,1.0,1,2,1,1.0,1,1,0,1.0,1,0,0,0.0,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,1,3,0,1.0
dongchedi::7249117771315810365,7249117771315810365,奥迪Q5L Sportback,2023-06-27 06:15:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,0,1,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,1,0,1.0,0,0,0,,1,0,0,0.0,1,1,0,1.0,1,0,0,0.0,0,0,0,,1,1,0,1.0
dongchedi::7261958692189245495,7261958692189245495,奥迪Q5L Sportback,2023-07-31 21:38:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,5.0,1.0,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,20,14,1,1,2,0,1.0,0,0,0,,1,4,2,1.0,0,0,0,,1,2,0,1.0,1,6,2,1.0,1,0,1,-1.0,1,2,0,1.0,1,3,2,1.0,1,1,2,-1.0
dongchedi::7262273422737035326,7262273422737035326,奥迪Q5L Sportback,2023-08-01 17:26:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,4,3,1,1,0,0,0.0,1,0,0,0.0,1,3,1,1.0,0,0,0,,1,1,1,0.0,1,1,1,0.0,0,0,0,,1,2,1,1.0,1,0,1,-1.0,0,0,0,
dongchedi::7331757806288113726,7331757806288113726,奥迪Q5L Sportback,2024-02-04 22:44:00,historical_archive,dongchedi,,4.7,4.7,0.8500000000000001,1.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,5,1,1,1,0,0,0.0,0,0,0,,1,0,0,0.0,0,0,0,,1,2,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,2,0,1.0
dongchedi::7389521868560027673,7389521868560027673,奥迪Q5L Sportback,2024-07-09 15:16:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,5.0,1.0,1,2.5,-0.25,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,9,5,1,1,2,0,1.0,1,1,0,1.0,1,3,1,1.0,1,4,2,1.0,1,1,1,0.0,0,0,0,,1,0,1,-1.0,1,1,0,1.0,1,2,1,1.0,1,1,0,1.0
dongchedi::7416563215800258584,7416563215800258584,奥迪Q5L Sportback,2024-09-20 12:45:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,3,4,-1,1,0,0,0.0,1,0,0,0.0,1,0,2,-1.0,1,0,1,-1.0,1,1,0,1.0,1,0,0,0.0,1,1,1,0.0,1,0,2,-1.0,1,0,0,0.0,1,0,0,0.0
dongchedi::7441438043900219416,7441438043900219416,奥迪Q5L Sportback,2024-11-26 12:20:00,historical_archive,dongchedi,,4.7,4.7,0.8500000000000001,1.0,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,,,0,,,0,,,0,4.5,0.75,1,4.5,0.75,1,,,0,,,0,6,3,1,0,0,0,,1,3,1,1.0,1,0,2,-1.0,1,4,3,1.0,1,6,1,1.0,1,3,1,1.0,1,3,1,1.0,0,0,0,,1,3,1,1.0,1,0,2,-1.0
dongchedi::7494111498344615960,7494111498344615960,奥迪Q5L Sportback,2025-04-17 11:00:00,historical_archive,dongchedi,,4.7,4.7,0.8500000000000001,1.0,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,4.5,0.75,1,4.5,0.75,1,,,0,,,0,3,1,1,1,3,1,1.0,0,0,0,,0,0,0,,1,3,1,1.0,0,0,0,,0,0,0,,1,3,1,1.0,1,3,1,1.0,0,0,0,,1,3,1,1.0
dongchedi::7548143376680374296,7548143376680374296,奥迪Q5L Sportback,2025-09-10 01:31:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,5.0,1.0,1,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7605842530923450392,7605842530923450392,奥迪Q5L Sportback,2026-02-12 13:24:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,4.0,0.5,1,5.0,1.0,1,,,0,,,0,4,1,1,0,0,0,,1,2,1,1.0,0,0,0,,0,0,0,,1,2,0,1.0,1,2,1,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7619190445435801662,7619190445435801662,奥迪Q5L Sportback,2026-03-20 12:30:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,4.5,0.75,1,5.0,1.0,1,4.5,0.75,1,,,0,,,0,,,0,4.5,0.75,1,4.5,0.75,1,,,0,,,0,3,0,1,1,3,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,3,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7620055904523669528,7620055904523669528,奥迪Q5L Sportback,2026-03-22 20:28:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,4.0,0.5,1,4.0,0.5,1,,,0,,,0,3,0,1,1,2,0,1.0,0,0,0,,1,0,0,0.0,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7631767385086627865,7631767385086627865,奥迪Q5L Sportback,2026-04-23 09:55:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,4.5,0.75,1,4.0,0.5,1,,,0,,,0,0,1,-1,1,0,0,0.0,0,0,0,,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7655575328131141694,7655575328131141694,奥迪Q5L Sportback,2026-06-26 13:42:00,historical_archive,dongchedi,,4.7,4.7,0.8500000000000001,1.0,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,4.5,0.75,1,5.0,1.0,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7550710303810408473,7550710303810408473,奥迪Q6L Sportback e-tron,2025-09-16 23:33:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.0,0.5,1,4.5,0.75,1,4.5,0.75,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,5,7,-1,1,1,0,1.0,1,1,1,0.0,1,0,0,0.0,1,2,1,1.0,1,3,1,1.0,1,1,1,0.0,1,0,2,-1.0,0,0,0,,1,0,2,-1.0,1,0,0,0.0
dongchedi::7553497242603098136,7553497242603098136,奥迪Q6L Sportback e-tron,2025-09-24 11:52:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,14,2,1,1,1,0,1.0,1,6,1,1.0,1,1,0,1.0,1,2,1,1.0,1,1,0,1.0,1,6,1,1.0,1,1,0,1.0,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7553922897513811993,7553922897513811993,奥迪Q6L Sportback e-tron,2025-09-25 15:21:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,3,2,1,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,1,1,0,1.0,1,1,0,1.0,1,1,1,0.0,0,0,0,,0,0,0,,1,1,1,0.0
dongchedi::7554277286145445913,7554277286145445913,奥迪Q6L Sportback e-tron,2025-09-26 14:17:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4,11,-1,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,1,1,1,0.0,0,0,0,,1,2,1,1.0,1,0,1,-1.0,0,0,0,,1,1,0,1.0
dongchedi::7555701709700337688,7555701709700337688,奥迪Q6L Sportback e-tron,2025-09-30 10:25:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,6,0,1,1,1,0,1.0,0,0,0,,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0,0,0,0,,1,3,0,1.0,1,4,0,1.0,1,0,0,0.0
dongchedi::7559092576939151385,7559092576939151385,奥迪Q6L Sportback e-tron,2025-10-09 13:45:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,6,5,1,0,0,0,,0,0,0,,1,3,1,1.0,1,1,1,0.0,1,0,1,-1.0,1,0,2,-1.0,0,0,0,,1,2,0,1.0,1,1,2,-1.0,1,2,0,1.0
dongchedi::7561721103463223320,7561721103463223320,奥迪Q6L Sportback e-tron,2025-10-16 15:41:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,6,1,1,1,1,0,1.0,0,0,0,,1,0,0,0.0,1,1,1,0.0,1,0,0,0.0,0,0,0,,1,1,0,1.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0
dongchedi::7561993953151553598,7561993953151553598,奥迪Q6L Sportback e-tron,2025-10-17 09:21:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4,0,1,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,1,1,0,1.0,1,1,0,1.0,1,0,0,0.0,1,1,0,1.0,1,0,0,0.0,1,0,0,0.0
dongchedi::7562069225737572377,7562069225737572377,奥迪Q6L Sportback e-tron,2025-10-17 14:12:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,0,1,0,0,0.0,0,0,0,,1,1,1,0.0,1,0,0,0.0,1,1,1,0.0,1,1,1,0.0,0,0,0,,1,0,0,0.0,0,0,0,,1,0,0,0.0
dongchedi::7562106773562200089,7562106773562200089,奥迪Q6L Sportback e-tron,2025-10-17 16:41:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4,1,1,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,1,0,1,-1.0,1,2,1,1.0,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7569837763978072089,7569837763978072089,奥迪Q6L Sportback e-tron,2025-11-07 12:37:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,5.0,1.0,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4,5,-1,0,0,0,,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,2,0,1.0,1,2,0,1.0
dongchedi::7585040586441232409,7585040586441232409,奥迪Q6L Sportback e-tron,2025-12-18 19:29:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.5,0.75,1,4.5,0.75,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,6,0,1,0,0,0,,1,2,0,1.0,1,4,0,1.0,1,0,0,0.0,0,0,0,,0,0,0,,1,0,0,0.0,1,2,0,1.0,1,0,0,0.0,1,0,0,0.0
dongchedi::7593996262517510168,7593996262517510168,奥迪Q6L Sportback e-tron,2026-01-11 15:03:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,5.0,1.0,1,5.0,1.0,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,15,0,1,1,1,0,1.0,1,9,0,1.0,1,0,0,0.0,1,5,0,1.0,1,0,0,0.0,1,2,0,1.0,1,2,0,1.0,1,5,0,1.0,1,5,0,1.0,1,1,0,1.0
dongchedi::7581688639231381528,7581688639231381528,奥迪Q6L Sportback e-tron,2026-01-12 12:03:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,12,5,1,1,3,1,1.0,1,3,2,1.0,1,2,1,1.0,1,3,1,1.0,1,2,1,1.0,0,0,0,,1,1,0,1.0,1,0,1,-1.0,1,3,1,1.0,1,0,0,0.0
dongchedi::7597285984048271422,7597285984048271422,奥迪Q6L Sportback e-tron,2026-01-20 11:49:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,13,6,1,1,4,0,1.0,1,4,0,1.0,1,4,0,1.0,1,3,1,1.0,1,4,2,1.0,0,0,0,,1,1,0,1.0,1,3,1,1.0,1,2,6,-1.0,0,0,0,
dongchedi::7587671349020069950,7587671349020069950,奥迪Q6L Sportback e-tron,2026-02-03 14:45:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,0,1,1,2,0,1.0,1,2,0,1.0,1,2,0,1.0,0,0,0,,1,2,0,1.0,0,0,0,,1,2,0,1.0,0,0,0,,1,2,0,1.0,0,0,0,
dongchedi::7544738992739078168,7544738992739078168,奥迪Q6L e-tron,2025-08-31 21:20:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,4.5,0.75,1,4.5,0.75,1,,,0,4.0,0.5,1,,,0,,,0,6,11,-1,0,0,0,,1,3,0,1.0,0,0,0,,1,0,3,-1.0,1,3,2,1.0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,1,0,4,-1.0
dongchedi::7548380121233641534,7548380121233641534,奥迪Q6L e-tron,2025-09-10 17:08:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,7,0,1,0,0,0,,0,0,0,,0,0,0,,1,4,0,1.0,1,3,0,1.0,1,3,0,1.0,1,3,0,1.0,0,0,0,,1,0,0,0.0,0,0,0,
dongchedi::7548670666975744062,7548670666975744062,奥迪Q6L e-tron,2025-09-11 11:38:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2,5,-1,0,0,0,,0,0,0,,0,0,0,,1,0,2,-1.0,1,0,1,-1.0,1,0,1,-1.0,1,0,2,-1.0,0,0,0,,0,0,0,,1,2,0,1.0
dongchedi::7549134446138511422,7549134446138511422,奥迪Q6L e-tron,2025-09-12 17:37:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.0,0.5,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,6,11,-1,0,0,0,,0,0,0,,1,3,2,1.0,0,0,0,,0,0,0,,0,0,0,,1,1,4,-1.0,1,2,0,1.0,1,1,3,-1.0,1,1,2,-1.0
dongchedi::7549187801460248601,7549187801460248601,奥迪Q6L e-tron,2025-09-12 21:05:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,7,3,1,1,1,0,1.0,0,0,0,,0,0,0,,1,2,0,1.0,1,2,0,1.0,0,0,0,,0,0,0,,1,1,0,1.0,1,1,3,-1.0,1,0,0,0.0
dongchedi::7550316812928307224,7550316812928307224,奥迪Q6L e-tron,2025-09-15 22:07:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,3,1,1,1,1,0,1.0,0,0,0,,1,1,0,1.0,0,0,0,,1,0,1,-1.0,1,0,1,-1.0,0,0,0,,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0
dongchedi::7550325444822700057,7550325444822700057,奥迪Q6L e-tron,2025-09-15 22:39:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4,0,1,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,1,1,0,1.0
dongchedi::7551330427038863384,7551330427038863384,奥迪Q6L e-tron,2025-09-18 15:40:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,3,7,-1,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,1,1,0,1.0,1,1,3,-1.0,1,0,1,-1.0,0,0,0,,1,1,1,0.0
dongchedi::7553177809649143870,7553177809649143870,奥迪Q6L e-tron,2025-09-23 15:10:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,7,1,1,1,0,0,0.0,1,0,0,0.0,0,0,0,,0,0,0,,1,2,0,1.0,1,1,1,0.0,1,2,0,1.0,1,2,0,1.0,1,1,0,1.0,0,0,0,
dongchedi::7553202291273109529,7553202291273109529,奥迪Q6L e-tron,2025-09-23 16:45:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,6,2,1,0,0,0,,1,0,1,-1.0,1,3,1,1.0,1,1,0,1.0,1,2,1,1.0,1,0,1,-1.0,1,1,0,1.0,1,2,0,1.0,1,0,0,0.0,0,0,0,
