series_name,brand,category,information_cutoff_inclusive,window_days,current_window_start,previous_window_start,current_reviews,previous_reviews,current_overall_score,previous_overall_score,score_change,current_negative_review_rate,current_rating_reviews,previous_rating_reviews,current_platform_rating,previous_platform_rating,platform_rating_change,eligible_for_alert,text_alert_candidate,text_rule_retrigger_probability,rating_decline_probability,alert_status,alert
奔驰E级,奔驰,轿车,2023-05-31,180,2022-12-03,2022-06-06,1,6,0.1,0.5916666666666667,-0.4916666666666667,0.0,1,6,4.0,4.5,-0.5,False,False,,,none,False
奔驰E级,奔驰,轿车,2023-06-30,180,2023-01-02,2022-07-06,2,5,0.47857142857142854,0.6599999999999999,-0.18142857142857138,0.0,2,5,4.4,4.4799999999999995,-0.07999999999999918,False,False,,,none,False
奔驰E级,奔驰,轿车,2023-07-31,180,2023-02-02,2022-08-06,2,3,0.47857142857142854,0.7666666666666666,-0.28809523809523807,0.0,2,3,4.4,4.666666666666667,-0.2666666666666666,False,False,,,none,False
奔驰E级,奔驰,轿车,2023-08-31,180,2023-03-05,2022-09-06,1,3,0.8571428571428571,0.5333333333333333,0.32380952380952377,0.0,1,3,4.8,4.466666666666667,0.33333333333333304,False,False,,,none,False
奔驰E级,奔驰,轿车,2023-09-30,180,2023-04-04,2022-10-06,1,3,0.8571428571428571,0.5333333333333333,0.32380952380952377,0.0,1,3,4.8,4.466666666666667,0.33333333333333304,False,False,,,none,False
奔驰E级,奔驰,轿车,2023-10-31,180,2023-05-05,2022-11-06,1,1,0.8571428571428571,0.1,0.7571428571428571,0.0,1,1,4.8,4.0,0.7999999999999998,False,False,,,none,False
奔驰E级,奔驰,轿车,2023-11-30,180,2023-06-04,2022-12-06,1,1,0.8571428571428571,0.1,0.7571428571428571,0.0,1,1,4.8,4.0,0.7999999999999998,False,False,,,none,False
奔驰E级,奔驰,轿车,2023-12-31,180,2023-07-05,2023-01-06,0,2,,0.47857142857142854,,,0,2,,4.4,,False,False,,,none,False
奔驰E级,奔驰,轿车,2024-01-31,180,2023-08-05,2023-02-06,0,2,,0.47857142857142854,,,0,2,,4.4,,False,False,,,none,False
奔驰E级,奔驰,轿车,2024-02-29,180,2023-09-03,2023-03-07,0,1,,0.8571428571428571,,,0,1,,4.8,,False,False,,,none,False
奔驰E级,奔驰,轿车,2024-03-31,180,2023-10-04,2023-04-07,0,1,,0.8571428571428571,,,0,1,,4.8,,False,False,,,none,False
奔驰E级,奔驰,轿车,2024-04-30,180,2023-11-03,2023-05-07,0,1,,0.8571428571428571,,,0,1,,4.8,,False,False,,,none,False
奔驰E级,奔驰,轿车,2024-05-31,180,2023-12-04,2023-06-07,0,1,,0.8571428571428571,,,0,1,,4.8,,False,False,,,none,False
奔驰E级,奔驰,轿车,2026-01-31,180,2025-08-05,2025-02-06,1,0,0.42857142857142855,,,0.0,1,0,5.0,,,False,False,,,none,False
奔驰E级,奔驰,轿车,2026-02-28,180,2025-09-02,2025-03-06,3,0,0.5873015873015873,,,0.0,3,0,4.8999999999999995,,,False,False,,,none,False
奔驰E级,奔驰,轿车,2026-03-31,180,2025-10-03,2025-04-06,5,0,0.38571428571428573,,,0.2,5,0,4.6,,,False,False,,,none,False
奔驰E级,奔驰,轿车,2026-04-30,180,2025-11-02,2025-05-06,15,0,0.6507936507936508,,,0.06666666666666667,15,0,4.8,,,False,False,,,none,False
奔驰E级,奔驰,轿车,2026-05-31,180,2025-12-03,2025-06-06,25,0,0.5431428571428571,,,0.16,25,0,4.732,,,False,False,,,none,False
奔驰E级,奔驰,轿车,2026-06-30,180,2026-01-02,2025-07-06,34,0,0.5611344537815126,,,0.14705882352941177,34,0,4.735294117647059,,,False,False,,,none,False
奔驰E级,奔驰,轿车,2026-07-31,180,2026-02-02,2025-08-06,37,1,0.549099099099099,0.42857142857142855,0.1205276705276705,0.16216216216216217,37,1,4.683783783783784,5.0,-0.3162162162162163,False,False,,,none,False
奔驰GLB,奔驰,SUV,2022-01-31,180,2021-08-05,2021-02-06,11,11,0.5431096681096681,0.40212842712842717,0.14098124098124093,0.0,11,11,4.363636363636363,4.036363636363636,0.32727272727272716,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-02-28,180,2021-09-02,2021-03-06,14,9,0.5317460317460317,0.4680335097001763,0.06371252204585542,0.0,14,9,4.278571428571429,4.111111111111112,0.16746031746031775,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-03-31,180,2021-10-03,2021-04-06,16,8,0.4919642857142857,0.5071924603174602,-0.015228174603174549,0.0,16,8,4.237500000000001,4.175000000000001,0.0625,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-04-30,180,2021-11-02,2021-05-06,19,5,0.4844611528822055,0.5607142857142857,-0.07625313283208024,0.0,19,5,4.2105263157894735,4.14,0.07052631578947377,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-05-31,180,2021-12-03,2021-06-06,21,6,0.44417989417989406,0.6021825396825397,-0.1580026455026456,0.0,21,6,4.166666666666667,4.3,-0.13333333333333286,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-06-30,180,2022-01-02,2021-07-06,17,9,0.3898692810457516,0.5903439153439154,-0.2004746342981638,0.0,17,9,4.1,4.355555555555555,-0.25555555555555554,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-07-31,180,2022-02-02,2021-08-06,18,11,0.4305555555555556,0.5431096681096681,-0.11255411255411252,0.0,18,11,4.111111111111111,4.363636363636363,-0.2525252525252526,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-08-31,180,2022-03-05,2021-09-06,17,14,0.4145658263305322,0.5317460317460317,-0.11718020541549956,0.0,17,14,4.158823529411765,4.278571428571429,-0.11974789915966433,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-09-30,180,2022-04-04,2021-10-06,15,16,0.4053968253968254,0.4919642857142857,-0.08656746031746027,0.0,15,16,4.133333333333333,4.237500000000001,-0.10416666666666785,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-10-31,180,2022-05-05,2021-11-06,12,18,0.39563492063492056,0.5034391534391535,-0.1078042328042329,0.0,12,18,4.15,4.2333333333333325,-0.08333333333333215,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-11-30,180,2022-06-04,2021-12-06,9,19,0.4201940035273368,0.4330409356725145,-0.01284693214517768,0.0,9,19,4.233333333333333,4.1421052631578945,0.09122807017543888,True,False,,,none,False
奔驰GLB,奔驰,SUV,2022-12-31,180,2022-07-05,2022-01-06,8,17,0.36334325396825395,0.394281045751634,-0.03093779178338002,0.0,8,17,4.2125,4.070588235294117,0.14191176470588296,True,False,,,none,False
奔驰GLB,奔驰,SUV,2023-01-31,180,2022-08-05,2022-02-06,5,18,0.3246825396825397,0.4305555555555556,-0.1058730158730159,0.0,5,18,4.180000000000001,4.111111111111111,0.06888888888888989,True,False,,,none,False
奔驰GLB,奔驰,SUV,2023-02-28,180,2022-09-02,2022-03-06,3,17,0.2851851851851852,0.4145658263305322,-0.12938064114534698,0.0,3,17,4.1000000000000005,4.158823529411765,-0.0588235294117645,False,False,,,none,False
奔驰GLB,奔驰,SUV,2023-03-31,180,2022-10-03,2022-04-06,1,15,0.3,0.4053968253968254,-0.10539682539682543,0.0,1,15,4.3,4.133333333333333,0.16666666666666696,False,False,,,none,False
奔驰GLB,奔驰,SUV,2023-04-30,180,2022-11-02,2022-05-06,1,12,0.3,0.39563492063492056,-0.09563492063492057,0.0,1,12,4.3,4.15,0.14999999999999947,False,False,,,none,False
奔驰GLB,奔驰,SUV,2023-05-31,180,2022-12-03,2022-06-06,0,9,,0.4201940035273368,,,0,9,,4.233333333333333,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2023-06-30,180,2023-01-02,2022-07-06,0,8,,0.36334325396825395,,,0,8,,4.2125,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2023-07-31,180,2023-02-02,2022-08-06,0,5,,0.3246825396825397,,,0,5,,4.180000000000001,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2023-08-31,180,2023-03-05,2022-09-06,0,3,,0.2851851851851852,,,0,3,,4.1000000000000005,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2023-09-30,180,2023-04-04,2022-10-06,0,1,,0.3,,,0,1,,4.3,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2023-10-31,180,2023-05-05,2022-11-06,0,1,,0.3,,,0,1,,4.3,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-03-31,180,2023-10-04,2023-04-07,1,0,0.25,,,0.0,1,0,4.0,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-04-30,180,2023-11-03,2023-05-07,1,0,0.25,,,0.0,1,0,4.0,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-05-31,180,2023-12-04,2023-06-07,1,0,0.25,,,0.0,1,0,4.0,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-06-30,180,2024-01-03,2023-07-07,1,0,0.25,,,0.0,1,0,4.0,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-07-31,180,2024-02-03,2023-08-07,1,0,0.25,,,0.0,1,0,4.0,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-08-31,180,2024-03-05,2023-09-07,1,0,0.25,,,0.0,1,0,4.0,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-09-30,180,2024-04-04,2023-10-07,0,1,,0.25,,,0,1,,4.0,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-10-31,180,2024-05-05,2023-11-07,0,1,,0.25,,,0,1,,4.0,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-11-30,180,2024-06-04,2023-12-07,0,1,,0.25,,,0,1,,4.0,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2024-12-31,180,2024-07-05,2024-01-07,0,1,,0.25,,,0,1,,4.0,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-01-31,180,2024-08-05,2024-02-07,0,1,,0.25,,,0,1,,4.0,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-02-28,180,2024-09-02,2024-03-06,0,1,,0.25,,,0,1,,4.0,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-04-30,180,2024-11-02,2024-05-06,1,0,-0.3333333333333333,,,1.0,1,0,4.0,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-05-31,180,2024-12-03,2024-06-06,2,0,0.08333333333333334,,,0.5,2,0,4.15,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-06-30,180,2025-01-02,2024-07-06,7,0,0.2857142857142857,,,0.2857142857142857,7,0,4.5,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-07-31,180,2025-02-02,2024-08-06,11,0,0.11363636363636363,,,0.36363636363636365,11,0,4.5181818181818185,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-08-31,180,2025-03-05,2024-09-06,17,0,0.0196078431372549,,,0.4117647058823529,17,0,4.411764705882352,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-09-30,180,2025-04-04,2024-10-06,21,0,0.06349206349206349,,,0.38095238095238093,21,0,4.395238095238095,,,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-10-31,180,2025-05-05,2024-11-06,24,1,0.16319444444444445,-0.3333333333333333,0.4965277777777778,0.2916666666666667,24,1,4.408333333333334,4.0,0.4083333333333341,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-11-30,180,2025-06-04,2024-12-06,25,2,0.19666666666666668,0.08333333333333334,0.11333333333333334,0.28,25,2,4.404,4.15,0.25399999999999956,False,False,,,none,False
奔驰GLB,奔驰,SUV,2025-12-31,180,2025-07-05,2025-01-06,20,7,0.15416666666666667,0.2857142857142857,-0.13154761904761902,0.3,20,7,4.345000000000001,4.5,-0.15499999999999936,True,False,,,none,False
奔驰GLB,奔驰,SUV,2026-01-31,180,2025-08-05,2025-02-06,17,12,0.16666666666666669,0.1875,-0.020833333333333315,0.29411764705882354,17,12,4.323529411764705,4.483333333333333,-0.15980392156862866,True,False,,,none,False
奔驰GLB,奔驰,SUV,2026-02-28,180,2025-09-02,2025-03-06,17,17,0.5735294117647058,0.0196078431372549,0.5539215686274509,0.11764705882352941,17,17,4.447058823529411,4.411764705882352,0.0352941176470587,True,False,,,none,False
奔驰GLB,奔驰,SUV,2026-03-31,180,2025-10-03,2025-04-06,18,20,0.6268518518518519,0.08333333333333334,0.5435185185185185,0.05555555555555555,18,20,4.300000000000001,4.415,-0.11499999999999932,True,False,,,none,False
奔驰GLB,奔驰,SUV,2026-04-30,180,2025-11-02,2025-05-06,13,25,0.6564102564102564,0.17666666666666664,0.47974358974358977,0.07692307692307693,13,25,4.330769230769231,4.376,-0.045230769230768963,True,False,,,none,False
奔驰GLB,奔驰,SUV,2026-05-31,180,2025-12-03,2025-06-06,14,25,0.6380952380952382,0.19666666666666668,0.4414285714285715,0.07142857142857142,14,25,4.257142857142857,4.404,-0.1468571428571428,True,False,,,none,False
奔驰GLB,奔驰,SUV,2026-06-30,180,2026-01-02,2025-07-06,18,20,0.6074074074074075,0.15416666666666667,0.45324074074074083,0.1111111111111111,18,20,4.1499999999999995,4.345000000000001,-0.19500000000000117,True,False,,,none,False
奔驰GLB,奔驰,SUV,2026-07-31,180,2026-02-02,2025-08-06,17,17,0.7019607843137255,0.16666666666666669,0.5352941176470589,0.058823529411764705,17,17,4.164705882352941,4.323529411764705,-0.15882352941176414,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-01-31,180,2021-08-05,2021-02-06,15,14,0.31505291005291003,0.5227324263038549,-0.20767951625094483,0.13333333333333333,15,14,4.213333333333334,4.214285714285714,-0.0009523809523805937,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-02-28,180,2021-09-02,2021-03-06,18,10,0.2932980599647267,0.3984920634920635,-0.10519400352733682,0.1111111111111111,18,10,4.222222222222221,4.19,0.03222222222222104,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-03-31,180,2021-10-03,2021-04-06,14,14,0.3245181405895691,0.3550736961451247,-0.030555555555555558,0.14285714285714285,14,14,4.264285714285714,4.2,0.06428571428571406,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-04-30,180,2021-11-02,2021-05-06,14,12,0.2959467120181406,0.4026124338624339,-0.1066657218442933,0.14285714285714285,14,12,4.314285714285715,4.141666666666667,0.17261904761904834,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-05-31,180,2021-12-03,2021-06-06,13,13,0.3655372405372405,0.20699023199023198,0.15854700854700854,0.07692307692307693,13,13,4.246153846153846,4.223076923076923,0.023076923076922995,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-06-30,180,2022-01-02,2021-07-06,12,11,0.36266534391534394,0.24202741702741698,0.12063792688792696,0.08333333333333333,12,11,4.25,4.190909090909091,0.05909090909090864,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-07-31,180,2022-02-02,2021-08-06,10,15,0.21884920634920638,0.31505291005291003,-0.09620370370370365,0.2,10,15,4.25,4.213333333333334,0.03666666666666618,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-08-31,180,2022-03-05,2021-09-06,10,18,0.14793650793650795,0.2932980599647267,-0.14536155202821874,0.3,10,18,4.279999999999999,4.222222222222221,0.05777777777777793,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-09-30,180,2022-04-04,2021-10-06,10,14,0.17293650793650794,0.3245181405895691,-0.15158163265306118,0.3,10,14,4.26,4.264285714285714,-0.004285714285714448,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-10-31,180,2022-05-05,2021-11-06,9,14,0.12548500881834215,0.2959467120181406,-0.17046170319979845,0.3333333333333333,9,14,4.222222222222222,4.314285714285715,-0.09206349206349262,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-11-30,180,2022-06-04,2021-12-06,6,12,0.08240740740740742,0.36266534391534394,-0.2802579365079365,0.3333333333333333,6,12,4.383333333333333,4.25,0.13333333333333286,True,False,,,none,False
奔驰GLC,奔驰,SUV,2022-12-31,180,2022-07-05,2022-01-06,5,12,-0.0011111111111110849,0.3765542328042328,-0.37766534391534384,0.4,5,12,4.340000000000001,4.291666666666667,0.04833333333333378,True,False,,,none,False
奔驰GLC,奔驰,SUV,2023-01-31,180,2022-08-05,2022-02-06,4,9,0.1486111111111111,0.24316578483245152,-0.09455467372134041,0.25,4,9,4.425000000000001,4.21111111111111,0.21388888888889035,False,False,,,none,False
奔驰GLC,奔驰,SUV,2023-02-28,180,2022-09-02,2022-03-06,1,10,0.75,0.14793650793650795,0.6020634920634921,0.0,1,10,4.6,4.279999999999999,0.3200000000000003,False,False,,,none,False
奔驰GLC,奔驰,SUV,2023-03-31,180,2022-10-03,2022-04-06,0,10,,0.17293650793650794,,,0,10,,4.26,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2023-04-30,180,2022-11-02,2022-05-06,0,9,,0.12548500881834215,,,0,9,,4.222222222222222,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2023-05-31,180,2022-12-03,2022-06-06,0,6,,0.08240740740740742,,,0,6,,4.383333333333333,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2023-06-30,180,2023-01-02,2022-07-06,0,5,,-0.0011111111111110849,,,0,5,,4.340000000000001,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2023-07-31,180,2023-02-02,2022-08-06,0,4,,0.1486111111111111,,,0,4,,4.425000000000001,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2023-08-31,180,2023-03-05,2022-09-06,0,1,,0.75,,,0,1,,4.6,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-01-31,180,2023-08-05,2023-02-06,1,0,0.125,,,0.0,1,0,4.2,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-02-29,180,2023-09-03,2023-03-07,1,0,0.125,,,0.0,1,0,4.2,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-03-31,180,2023-10-04,2023-04-07,1,0,0.125,,,0.0,1,0,4.2,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-04-30,180,2023-11-03,2023-05-07,1,0,0.125,,,0.0,1,0,4.2,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-05-31,180,2023-12-04,2023-06-07,1,0,0.125,,,0.0,1,0,4.2,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-06-30,180,2024-01-03,2023-07-07,1,0,0.125,,,0.0,1,0,4.2,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-07-31,180,2024-02-03,2023-08-07,1,1,0.8,0.125,0.675,0.0,1,1,4.1,4.2,-0.10000000000000053,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-08-31,180,2024-03-05,2023-09-07,1,1,0.8,0.125,0.675,0.0,1,1,4.1,4.2,-0.10000000000000053,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-09-30,180,2024-04-04,2023-10-07,1,1,0.8,0.125,0.675,0.0,1,1,4.1,4.2,-0.10000000000000053,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-10-31,180,2024-05-05,2023-11-07,1,1,0.8,0.125,0.675,0.0,1,1,4.1,4.2,-0.10000000000000053,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-11-30,180,2024-06-04,2023-12-07,1,1,0.8,0.125,0.675,0.0,1,1,4.1,4.2,-0.10000000000000053,False,False,,,none,False
奔驰GLC,奔驰,SUV,2024-12-31,180,2024-07-05,2024-01-07,1,1,0.8,0.125,0.675,0.0,1,1,4.1,4.2,-0.10000000000000053,False,False,,,none,False
奔驰GLC,奔驰,SUV,2025-01-31,180,2024-08-05,2024-02-07,0,1,,0.8,,,0,1,,4.1,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2025-02-28,180,2024-09-02,2024-03-06,0,1,,0.8,,,0,1,,4.1,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2025-03-31,180,2024-10-03,2024-04-06,0,1,,0.8,,,0,1,,4.1,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2025-04-30,180,2024-11-02,2024-05-06,0,1,,0.8,,,0,1,,4.1,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2025-05-31,180,2024-12-03,2024-06-06,0,1,,0.8,,,0,1,,4.1,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2025-06-30,180,2025-01-02,2024-07-06,0,1,,0.8,,,0,1,,4.1,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2025-12-31,180,2025-07-05,2025-01-06,1,0,0.6666666666666666,,,0.0,1,0,3.9,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2026-01-31,180,2025-08-05,2025-02-06,3,0,0.8888888888888888,,,0.0,3,0,4.266666666666667,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2026-02-28,180,2025-09-02,2025-03-06,8,0,0.8125,,,0.0,8,0,4.425000000000001,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2026-03-31,180,2025-10-03,2025-04-06,14,0,0.42857142857142855,,,0.21428571428571427,14,0,4.485714285714286,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2026-04-30,180,2025-11-02,2025-05-06,18,0,0.4388888888888889,,,0.2222222222222222,18,0,4.5055555555555555,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2026-05-31,180,2025-12-03,2025-06-06,28,0,0.5404761904761904,,,0.14285714285714285,28,0,4.446428571428572,,,False,False,,,none,False
奔驰GLC,奔驰,SUV,2026-06-30,180,2026-01-02,2025-07-06,36,1,0.5157407407407407,0.6666666666666666,-0.1509259259259259,0.1111111111111111,36,1,4.430555555555555,3.9,0.5305555555555554,False,False,,,none,False
奔驰GLC,奔驰,SUV,2026-07-31,180,2026-02-02,2025-08-06,37,3,0.4593307593307593,0.8888888888888888,-0.42955812955812955,0.13513513513513514,37,3,4.443243243243243,4.266666666666667,0.17657657657657655,False,False,,,none,False
奔驰V级,奔驰,MPV,2022-01-31,180,2021-08-05,2021-02-06,12,7,0.4119378306878307,0.48656462585034016,-0.07462679516250947,0.16666666666666666,12,7,4.041666666666667,4.014285714285714,0.027380952380952728,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-02-28,180,2021-09-02,2021-03-06,12,5,0.45836640211640217,0.44761904761904764,0.010747354497354533,0.16666666666666666,12,5,4.058333333333334,3.9199999999999995,0.13833333333333409,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-03-31,180,2021-10-03,2021-04-06,11,7,0.46540404040404043,0.6122448979591837,-0.14684085755514326,0.18181818181818182,11,7,4.0636363636363635,3.971428571428571,0.0922077922077924,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-04-30,180,2021-11-02,2021-05-06,10,10,0.7541666666666667,0.353015873015873,0.40115079365079365,0.0,10,10,4.17,3.9,0.27,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-05-31,180,2021-12-03,2021-06-06,11,11,0.7123737373737374,0.35728715728715726,0.3550865800865802,0.0,11,11,4.072727272727273,3.9909090909090907,0.08181818181818246,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-06-30,180,2022-01-02,2021-07-06,13,10,0.6632173382173382,0.3501587301587301,0.3130586080586081,0.0,13,10,4.076923076923077,3.9899999999999998,0.08692307692307688,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-07-31,180,2022-02-02,2021-08-06,12,12,0.6191798941798942,0.4119378306878307,0.20724206349206348,0.0,12,12,3.9916666666666667,4.041666666666667,-0.050000000000000266,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-08-31,180,2022-03-05,2021-09-06,12,11,0.5108465608465609,0.4221139971139971,0.08873256373256377,0.08333333333333333,12,11,4.033333333333333,4.1000000000000005,-0.06666666666666732,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-09-30,180,2022-04-04,2021-10-06,10,10,0.41301587301587295,0.5675,-0.15448412698412706,0.1,10,10,4.07,4.08,-0.009999999999999787,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-10-31,180,2022-05-05,2021-11-06,8,10,0.30793650793650795,0.7541666666666667,-0.4462301587301587,0.125,8,10,4.0625,4.17,-0.10749999999999993,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-11-30,180,2022-06-04,2021-12-06,6,11,0.29484126984126985,0.7123737373737374,-0.4175324675324676,0.16666666666666666,6,11,4.083333333333333,4.072727272727273,0.010606060606059842,True,False,,,none,False
奔驰V级,奔驰,MPV,2022-12-31,180,2022-07-05,2022-01-06,5,11,0.21888888888888886,0.6588023088023088,-0.43991341991342,0.2,5,11,3.9800000000000004,4.054545454545454,-0.07454545454545336,True,False,,,none,False
奔驰V级,奔驰,MPV,2023-01-31,180,2022-08-05,2022-02-06,3,12,0.17037037037037037,0.6191798941798942,-0.44880952380952377,0.3333333333333333,3,12,4.133333333333334,3.9916666666666667,0.14166666666666705,False,False,,,none,False
奔驰V级,奔驰,MPV,2023-02-28,180,2022-09-02,2022-03-06,4,12,0.2569444444444445,0.5108465608465609,-0.2539021164021164,0.25,4,12,3.95,4.033333333333333,-0.08333333333333304,False,False,,,none,False
奔驰V级,奔驰,MPV,2023-03-31,180,2022-10-03,2022-04-06,3,10,0.009259259259259264,0.41301587301587295,-0.4037566137566137,0.3333333333333333,3,10,3.8666666666666667,4.07,-0.2033333333333336,False,False,,,none,False
奔驰V级,奔驰,MPV,2023-04-30,180,2022-11-02,2022-05-06,6,8,0.21296296296296294,0.30793650793650795,-0.09497354497354502,0.16666666666666666,6,8,4.05,4.0625,-0.012500000000000178,True,False,,,none,False
奔驰V级,奔驰,MPV,2023-05-31,180,2022-12-03,2022-06-06,6,6,0.21296296296296294,0.29484126984126985,-0.08187830687830691,0.16666666666666666,6,6,4.05,4.083333333333333,-0.033333333333333215,True,False,,,none,False
奔驰V级,奔驰,MPV,2023-06-30,180,2023-01-02,2022-07-06,6,5,0.19444444444444445,0.21888888888888886,-0.024444444444444408,0.16666666666666666,6,5,4.25,3.9800000000000004,0.2699999999999996,True,False,,,none,False
奔驰V级,奔驰,MPV,2023-07-31,180,2023-02-02,2022-08-06,7,3,0.3095238095238096,0.17037037037037037,0.13915343915343922,0.14285714285714285,7,3,4.257142857142857,4.133333333333334,0.12380952380952337,False,False,,,none,False
奔驰V级,奔驰,MPV,2023-08-31,180,2023-03-05,2022-09-06,5,4,0.45,0.2569444444444445,0.19305555555555554,0.0,5,4,4.36,3.95,0.41000000000000014,False,False,,,none,False
奔驰V级,奔驰,MPV,2023-09-30,180,2023-04-04,2022-10-06,5,3,0.45,0.009259259259259264,0.44074074074074077,0.0,5,3,4.36,3.8666666666666667,0.4933333333333336,False,False,,,none,False
奔驰V级,奔驰,MPV,2023-10-31,180,2023-05-05,2022-11-06,3,6,0.6190476190476191,0.21296296296296294,0.40608465608465616,0.0,3,6,4.533333333333333,4.05,0.4833333333333334,False,False,,,none,False
奔驰V级,奔驰,MPV,2023-11-30,180,2023-06-04,2022-12-06,4,6,0.380952380952381,0.21296296296296294,0.16798941798941805,0.25,4,6,4.325,4.05,0.27500000000000036,False,False,,,none,False
奔驰V级,奔驰,MPV,2023-12-31,180,2023-07-05,2023-01-06,4,6,0.6309523809523809,0.19444444444444445,0.4365079365079365,0.25,4,6,4.15,4.25,-0.09999999999999964,False,False,,,none,False
奔驰V级,奔驰,MPV,2024-01-31,180,2023-08-05,2023-02-06,3,7,0.5079365079365079,0.3095238095238096,0.19841269841269832,0.3333333333333333,3,7,4.1,4.257142857142857,-0.15714285714285747,False,False,,,none,False
奔驰V级,奔驰,MPV,2024-02-29,180,2023-09-03,2023-03-07,3,5,0.5079365079365079,0.45,0.0579365079365079,0.3333333333333333,3,5,4.1,4.36,-0.2600000000000007,False,False,,,none,False
