identity,review_id,series_name,publish_time,corpus_source,content_chars,content_sha256,prompt_version,success,error,attempts,requested_model,api_model,thinking_mode,finish_reason,prompt_tokens,cache_hit_tokens,cache_miss_tokens,completion_tokens,total_tokens,pricing_tier,estimated_cost_usd,estimated_cost_cny,started_at,finished_at,appearance_mentioned,appearance_polarity,appearance_evidence,interior_mentioned,interior_polarity,interior_evidence,space_mentioned,space_polarity,space_evidence,power_mentioned,power_polarity,power_evidence,control_mentioned,control_polarity,control_evidence,comfort_mentioned,comfort_polarity,comfort_evidence,fuel_consumption_mentioned,fuel_consumption_polarity,fuel_consumption_evidence,configuration_mentioned,configuration_polarity,configuration_evidence,intelligence_mentioned,intelligence_polarity,intelligence_evidence,value_mentioned,value_polarity,value_evidence
dongchedi::7013533206305574920,7013533206305574920,天籁,2021-09-30 09:30:00,old_v1,812,422951e17c8ebd369f4514386fb581275745a107163a82e9264f4647a17933a7,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1123,512,611,245,1368,off_peak,0.00029970400000000003,0.0021578688,2026-08-24T05:28:59.238723+00:00,2026-08-24T05:29:04.097412+00:00,True,1.0,外观是漂亮了，跟老款比确实外观年轻多了,False,,,True,1.0,空间舒适度可以,True,-1.0,提速50码之前太肉了,True,-1.0,底盘低车头长，车漆薄,True,1.0,家人乘坐还算比较舒服,True,-1.0,市区7.8.9，开空调过10,False,,,True,1.0,有语音互动，导航听歌开空调度数什么的都可以,True,-1.0,保值方面大部分18附近落地，原版原漆一年内应该买不到14了
dongchedi::6979426629135110152,6979426629135110152,奔驰GLC,2021-06-30 11:39:00,old_v1,1202,26480f0e0c475d3e39b9af1a8acba1ea51f83346d31f54f9ea89a70027071c59,autopulse_absa_v3_2026-08-24,False,ValueError: appearance.evidence exceeds 30 characters,3,deepseek-v4-flash,deepseek-v4-flash,disabled,,4086,3072,1014,765,4851,off_peak,0.000749484,0.0053962848,2026-08-24T05:41:42.042737+00:00,2026-08-24T05:41:59.141134+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dongchedi::7067811325350514721,7067811325350514721,奥德赛,2022-02-24 10:29:00,old_v1,1788,c40eb0ea67c79717faa8daf2355042a27f5252187e606ab631b0f8188156e6a0,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1766,512,1254,205,1971,off_peak,0.00041476400000000003,0.0029863008,2026-08-24T05:42:23.381900+00:00,2026-08-24T05:42:27.859933+00:00,True,1.0,新款的外观，我不喜欢,False,,,True,1.0,空间。真是无敌大,True,1.0,动力总成超级优秀,True,1.0,操控非常好,True,0.0,隔音滤震，肯定比不了gl8的,True,1.0,油耗6.7，相当不错,True,-1.0,配置比较低,False,,,True,1.0,优惠8000元
dongchedi::6937902123556278302,6937902123556278302,奥迪A6L,2021-03-10 14:03:00,old_v1,1099,12b5e23a4c834b5abe44869675783003b452cf331a5f4c7880e0a414b89982c6,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1247,512,735,358,1605,off_peak,0.000401564,0.0028912608,2026-08-24T05:42:27.865459+00:00,2026-08-24T05:42:33.209084+00:00,True,1.0,整体设计的还是比较有感觉的，既年轻又时尚,True,1.0,整体布局呈横向延展，十分简洁并彰显科技感,True,1.0,空间表现的表现，我感觉非常的不错,True,1.0,2.0T的动力绝对可以满足一般的日常家用,True,1.0,方向盘指向很准没有虚位，并且操控也很轻盈,True,1.0,座椅还是非常柔软的，坐上去感觉也比较舒服,False,,,True,1.0,配置方便还是挺丰富的,False,,,True,1.0,大约优惠在5.88万元左右
dongchedi::7556000185982128152,7556000185982128152,奥迪E5 Sportback,2025-10-01 05:39:00,old_v1,124,f4b5c9b7239e857cdee5952a7c6027b5b6eb0adf7a74d718e7b7f716cbb91ac2,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,677,512,165,200,877,off_peak,0.00017188400000000002,0.0012375648000000003,2026-08-24T05:29:20.939036+00:00,2026-08-24T05:29:23.774957+00:00,False,,,False,,,True,0.0,整体还好吧，就是后备箱不是太宽裕,False,,,False,,,False,,,True,1.0,已经跑了四百六十多公里，三百六十公里高速，还显示能跑二百三十公里,False,,,True,1.0,辅助驾驶巴适,False,,
dongchedi::7095387541662076964,7095387541662076964,奥迪Q3,2022-05-08 23:27:00,old_v1,324,2cb6ecf2370c20646f4880db4a4bf5eee9eb8dd760c039498e414629dcd56cc7,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,808,512,296,225,1033,off_peak,0.000217204,0.0015638688,2026-08-24T05:42:27.864253+00:00,2026-08-24T05:42:31.499342+00:00,False,,,False,,,True,-1.0,后备箱的确有点小了,True,0.0,对于大家吐槽的1.4t，我个人觉得还好,True,-1.0,二档到三档的顿挫感比较显著,False,,,True,1.0,感觉不算费油,True,-1.0,点烟器一直有点问题,True,0.0,车机系统偶尔出问题,True,-1.0,很后悔当初没有多添点钱直接上q5l了
dongchedi::7128393981519466509,7128393981519466509,威朗,2022-08-05 23:22:00,old_v1,1339,2c4cbbe08152cf8225c7e1c7b981a2bf34c532b6c3ba5532e29da8923fcc5819,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1473,512,961,244,1717,off_peak,0.00037604399999999997,0.0027075168,2026-08-24T05:29:04.226694+00:00,2026-08-24T05:29:08.294766+00:00,True,1.0,外观方面比较稳重大气,True,-1.0,内饰方面不如君威和01,True,1.0,空间方面比较不错,True,1.0,动力放面阿凡达1.5T配cvt,True,1.0,底盘方面我看网上都说硬，我开感觉反而比君威和01要软,True,0.0,开空调D挡驻车，发动机有抖动感,True,1.0,cvt确实要比at油耗要低一些,False,,,False,,,True,1.0,比科鲁泽多花一万多，买他心里过得去
autohome::01kz3g6vwt6mw3jd9h6crg0000,01kz3g6vwt6mw3jd9h6crg0000,宋Pro新能源,2026-08-03 00:00:00,autohome_incremental,419,ba90c484011c4e2f039a6b0e562e1436d59f62c4904bad48c066fa62faac6392,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,863,512,351,203,1066,off_peak,0.000214784,0.0015464448000000002,2026-08-24T05:41:59.144228+00:00,2026-08-24T05:42:02.478562+00:00,True,1.0,我比较喜欢前面车头造型,True,1.0,座椅比较舒服,True,1.0,空间的话也够用,False,,,False,,,True,-1.0,跑高速胎噪有点大,True,1.0,最满意的就是续航和用车成本了,False,,,True,1.0,智能化配置挺多的,True,1.0,用油跑也很省油
autohome::01kat790jv6mvk6e9k6grg0000,01kat790jv6mvk6e9k6grg0000,宏光MINIEV,2025-11-24 00:00:00,autohome_incremental,780,82944c9a6e2151cda74340ca973c2842e7453ebf737c8bd13c198a4e2d564365,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1130,512,618,293,1423,off_peak,0.00033292399999999996,0.0023970527999999996,2026-08-24T05:43:26.815516+00:00,2026-08-24T05:43:32.102964+00:00,True,1.0,外观是真可爱，我老婆选的奶白色，圆润的造型跟个小面包差不多,True,0.0,内饰一般般，塑料内饰还是挺多的，没啥豪华感,True,0.0,空间嘛，作为代步小车够用了，老婆自己开很宽敞,True,1.0,动力市区代步足够，起步很轻快，超车也很灵活,True,-1.0,开快了飘，方向盘也有点轻，没什么驾驶质感,True,0.0,底盘也比较硬，过个减速带颠得厉害,True,1.0,电耗很低，百公里也就9-10度电左右,True,-1.0,车机接口太少，想自己加些小配件都没地方插,True,-1.0,配置很基础，这个价位也不能要求太多,True,1.0,这个价格买个代步小车，性价比是还挺好
autohome::01kbhpqhm56mvk8e1r70wg0000,01kbhpqhm56mvk8e1r70wg0000,宏光MINIEV,2025-12-03 00:00:00,autohome_incremental,762,511458e387adf7e850a93cd08ae3cc596d31ee2633f816d012f581ebc9646dbe,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1107,512,595,268,1375,off_peak,0.000311364,0.0022418208,2026-08-24T05:29:35.042809+00:00,2026-08-24T05:29:39.027486+00:00,True,1.0,这颜值可以了都长在我家的审美上,True,0.0,塑料感肯定有，但摸着手感不算廉价，就是味有点大,True,1.0,后备箱虽然小但很实用零碎的东西都能装下,True,1.0,动力强！,True,1.0,方向盘轻盈灵活指向准确没有虚位,True,-1.0,车子电机声音也挺大,True,1.0,充一次电十来块钱，每天几公里代步，能跑一周,True,-1.0,两侧后视镜怎么也得弄个电动的啊,True,0.0,没有智能化配置，除了那个实用的USB口,True,1.0,三四万买个能遮风挡雨、好开好停的四轮车
autohome::01h3bv91ba6mr32dss6ms00000,01h3bv91ba6mr32dss6ms00000,宝马1系,2023-06-20 00:00:00,autohome_incremental,885,b35ccd2e3a12df659a9770a8b7f0eb831b8af5e6c458a45834a98352df0acbbc,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1104,512,592,232,1336,off_peak,0.000286944,0.0020659968000000003,2026-08-24T05:29:30.265578+00:00,2026-08-24T05:29:33.615806+00:00,True,1.0,外观设计运动，看起来就很好开的感觉,True,1.0,内饰设计简洁而富有现代感,True,-1.0,后排空间相对较小，乘坐舒适度有所限制,True,-1.0,动力不是很强劲，加速也有延迟,True,1.0,操控响应灵敏，方向盘转向精准,True,1.0,座椅舒适且提供良好的支撑,True,1.0,油耗表现相对较为经济,True,0.0,配置中规中矩吧不算太丰富,False,,,True,1.0,综合来看，宝马1系具有较高的性价比
autohome::01h9pdmw9k6mrk6e1h74v00000,01h9pdmw9k6mrk6e1h74v00000,宝马1系,2023-09-07 00:00:00,autohome_incremental,1163,ad60b39343b40789e05ee0da8d9c516d220e687f7b5781cdd0b574ade3a709ff,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1309,512,797,265,1574,off_peak,0.00035382400000000003,0.0025475328,2026-08-24T05:43:07.198894+00:00,2026-08-24T05:43:10.705696+00:00,True,1.0,外观颜值非常犀利帅气，年轻人非常喜欢,True,1.0,用料比较高档，车机没有那些很多的功能简洁够用,True,0.0,主驾副驾完全够用，挺宽敞。后排虽然不大,True,1.0,2.0T动力也绝对足够超车手到擒来,True,1.0,转向和操控也挺不错，个人感觉非常好开,False,,,True,0.0,目前表显10个多。但是我还看着三系三系的油耗也才七八个,True,1.0,配置和用料完全对得起这个价格,True,0.0,智能语音还有辅助驾驶，这一块配置没有那么到位,True,1.0,性价比超高，现在打骨折
dongchedi::6972106116792586271,6972106116792586271,宝马X1,2021-06-10 18:12:00,old_v1,1003,773f365db4a0691df94ca76687db88568b32d24f0fba3daa834b094a484534f4,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1169,512,657,225,1394,off_peak,0.000296624,0.0021356928,2026-08-24T05:29:08.300741+00:00,2026-08-24T05:29:11.747895+00:00,True,0.0,买X1不全是冲着外观去的,False,,,True,0.0,后排座椅对170以下的人还是比较友好的,True,1.0,日常使用动力是非常充足的,True,1.0,好开是代名词,True,0.0,避震偏硬是基于宝马运动操控的定位,True,0.0,每公里燃油成本要到8毛左右，还是可以接受,True,0.0,自动启停和电子手刹完美配合,False,,,True,1.0,在能力范围内做恰当的事情
dongchedi::7389177645616877592,7389177645616877592,宝马i5,2024-07-08 16:27:00,old_v1,87,32eb573d93a208cd2b0c349f910b5314003b4de7fbea88b09b18aade25adce11,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,653,512,141,203,856,off_peak,0.000168584,0.0012138048,2026-08-24T05:42:27.863939+00:00,2026-08-24T05:42:32.934949+00:00,True,0.0,豪华套装前脸一般，尾部比运动好看,False,,,False,,,True,1.0,动力非常可以了,True,1.0,注重驾驶感受的，还是选宝马电车吧,False,,,False,,,False,,,True,-1.0,车机有点复杂，有的选项要翻到二级菜单才有,False,,
autohome::01jf7yf7da6mtk2d9m74t00000,01jf7yf7da6mtk2d9m74t00000,宝骏KiWi EV,2024-12-16 00:00:00,autohome_incremental,1834,6c2c63d6a9915d72fe65f5185bcd08ff27f7a90fc92b86f0873840b5ebd2e661,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1744,512,1232,248,1992,off_peak,0.00043830400000000004,0.0031557888000000004,2026-08-24T05:29:30.265941+00:00,2026-08-24T05:29:34.304327+00:00,True,1.0,外观古灵精怪，科技感十足,True,1.0,内饰简约高级，完全没有塑料质感,True,1.0,空间还可以，毕竟是微型小车,False,,,True,1.0,驾驶过程很舒适，独立悬挂完全hold得住,True,1.0,驾驶过程很舒适，独立悬挂完全hold得住,True,1.0,实际会打一部分折，对于我来讲已经很满足了,True,1.0,无钥匙进入，远程空调启动，360摄像头,True,1.0,车机很流畅，360全景影像配的很到位,True,1.0,性价比无敌！同价位小车可能超级续航都在200km左右
dongchedi::7097944211156111373,7097944211156111373,帕萨特,2022-05-15 21:05:00,old_v1,734,e3043fd39bb74e40329ce88bab30404317484a98db8e6deab9f6584b293d6b60,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1065,512,553,207,1272,off_peak,0.00026186400000000005,0.0018854208000000003,2026-08-24T05:42:50.623189+00:00,2026-08-24T05:42:54.131777+00:00,False,,,True,1.0,内饰空间十分对我口味,True,1.0,内饰空间十分对我口味,True,1.0,330动力也很充沛咯,False,,,True,1.0,静谧性对比代步的福克斯我觉得很不错,True,0.0,市区11左右，走高速5.5左右,False,,,False,,,True,0.0,24期免息23.2落地
dongchedi::7489186742461796376,7489186742461796376,捷达VA3,2025-04-04 04:29:00,old_v1,55,200ef46265685f42e4df1a700ca6c36c201184dea249dcec9f6f88a553ef89d8,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,634,512,122,186,820,off_peak,0.000153184,0.0011029248,2026-08-24T05:41:59.144892+00:00,2026-08-24T05:42:02.977890+00:00,True,1.0,外观不错,True,-1.0,内饰一般,False,,,False,,,True,0.0,后面非独立悬挂不错就是有点软,False,,,False,,,True,-1.0,低配后刹车是锅刹,False,,,False,,
dongchedi::7071386496711790596,7071386496711790596,探岳X,2022-03-05 07:11:00,old_v1,54,5d7f1cb3ba39753b4a0306c7b09368ade3f3d54eb8ca3c36744031c8531f828e,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,623,512,111,188,811,off_peak,0.000152084,0.0010950048,2026-08-24T05:28:59.238446+00:00,2026-08-24T05:29:02.757490+00:00,False,,,True,-1.0,内饰一般,False,,,True,-1.0,启动动力反应不够灵敏，低速有迟钝感,True,-1.0,底盘偏硬,False,,,False,,,False,,,True,-1.0,车机需要提高,False,,
dongchedi::7094071609308221480,7094071609308221480,探岳X,2022-05-18 16:09:00,old_v1,309,c318cdbc7752b050a831aa45b2fb95a90d12e22280e3d205c7d36a6bed1a9faf,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,782,512,270,191,973,off_peak,0.000189044,0.0013611168,2026-08-24T05:29:08.300245+00:00,2026-08-24T05:29:12.576998+00:00,True,1.0,外观非常喜欢,True,0.0,内饰大众味十足那不算豪华，但完全接受,True,1.0,后排腿部空间也不错,False,,,False,,,True,0.0,座椅不算很软,True,1.0,对于总体油耗还是比较满意的,False,,,False,,,False,,
dongchedi::7644584702153592857,7644584702153592857,揽境,2026-05-27 22:57:00,old_v1,898,0e4f432ccd327b76de5def297959fe8d4286d2db1ed9a598588e632f95c91c60,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1159,0,1159,228,1387,off_peak,0.00040546,0.0029193120000000003,2026-08-24T05:28:50.167131+00:00,2026-08-24T05:28:53.642755+00:00,False,,,False,,,True,1.0,第三排空间和后备箱空间也是揽境完胜,True,0.0,起步稍微有点肉,True,0.0,一开始开肯定觉得车子又宽又长，但一个星期就基本习惯了,True,1.0,高速还是挺不错的,True,1.0,油耗大概在7.5-8.0这样，已经很满意了,True,1.0,配置可以说是点满了,True,1.0,有抬显和辅助驾驶，快速路和高速还是挺方便的,False,,
dongchedi::7545681754762268734,7545681754762268734,揽巡,2025-09-03 10:20:00,old_v1,53,0dbdb2a3cefa364e8d0637b87411b64988aeddf0f0724409af418dd413c55b3d,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,635,512,123,187,822,off_peak,0.00015406399999999998,0.0011092608,2026-08-24T05:41:42.042142+00:00,2026-08-24T05:41:45.656204+00:00,True,1.0,外观大气硬朗,False,,,True,1.0,空间宽敞,True,1.0,动力强劲,True,-1.0,低速偶有顿挫,False,,,True,-1.0,油耗偏高,False,,,True,-1.0,车机流畅度待提升,False,,
dongchedi::7644408094159556670,7644408094159556670,揽巡,2026-05-27 11:27:00,old_v1,160,20c2832b7cf26940695ae07a28faa7ab3a75ce548aa6347690f5d581e5dde918,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,700,512,188,176,876,off_peak,0.00016110400000000002,0.0011599488000000001,2026-08-24T05:42:27.864420+00:00,2026-08-24T05:42:32.359496+00:00,False,,,False,,,True,1.0,空间大,True,1.0,动力强,False,,,True,1.0,开着舒服,False,,,True,1.0,配置丰富,True,1.0,L2辅助驾驶,False,,
dongchedi::7592219889419472921,7592219889419472921,日产N6,2026-01-06 22:28:00,old_v1,332,8748a8ce8caf2395f6ec16146e5832ae8616cdd4c10005f8bdf5210daacc23af,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,807,512,295,234,1041,off_peak,0.000222924,0.0016050528,2026-08-24T05:29:16.004589+00:00,2026-08-24T05:29:19.337381+00:00,True,1.0,流光银的车漆质感超赞,False,,,True,1.0,后排坐三个大人不挤，后备箱放宝宝的推车和购物袋还绰绰有余,True,1.0,动力日常市区开完全够用，起步轻快,True,-1.0,低速过减速带时，悬架滤震有点硬,True,-1.0,后排能感觉到明显颠簸,False,,,False,,,True,1.0,语音控制导航、调空调基本秒响应,True,1.0,性价比很高的家用车
dongchedi::7054372685379276813,7054372685379276813,星越L,2022-01-18 12:36:00,old_v1,1514,9895e962881f283f2da19465d14a789e493b56d95d69675f123dbe0f5859e154,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1578,512,1066,274,1852,off_peak,0.00041894400000000003,0.0030163968000000005,2026-08-24T05:29:25.018178+00:00,2026-08-24T05:29:28.195675+00:00,True,1.0,星越L的外观完全长在了我的审美上,True,1.0,白棕配色确实会有一点高级感，用料也可以,True,1.0,这车空间只能用大来形容,True,1.0,218匹，只要你敢踩，他就敢跑,True,1.0,驾驶感受绝对是一流的,True,0.0,座椅面上做的非常好，但是我不小心看到缝线处后面的材质，有点拉夸,True,-1.0,油耗属实不低，一箱油550公里左右,True,1.0,配制方面只能说太丰富了，想要的功能他都有,True,-1.0,百度地图确实不好用，高德才是YYDS,True,1.0,瑕不掩瑜，1600公里用车感受，我用一个字来总结，就是“值”
autohome::01kbe53agr6mvk8dsr70r00000,01kbe53agr6mvk8dsr70r00000,极氪001,2025-12-02 00:00:00,autohome_incremental,1049,451f2240ea26424c6f128596527c2a125a64f25cbabefe9ad6f24d1fdaf865df,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1257,512,745,236,1493,off_peak,0.00032324400000000004,0.0023273568000000003,2026-08-24T05:41:42.042953+00:00,2026-08-24T05:41:45.592080+00:00,True,1.0,极氪001外观没得说。喜欢的人喜欢的不得了,True,1.0,整体比24，25款有所退化。但是也还不错,True,1.0,空间很大。后备箱可以装很多东西,True,1.0,体验百秒加速的操作感,True,1.0,001驾驶没得说，性价比拉满,False,,,True,-1.0,续航问题，极氪001老大难的问题,False,,,True,1.0,焕新版自动泊车完美加分,True,1.0,25-32w价位，无敌的存在
autohome::01kcbjwbhk6mvkad9r64t00000,01kcbjwbhk6mvkad9r64t00000,极氪009,2025-12-13 00:00:00,autohome_incremental,1597,9184554362705d58c36b9e4e7f545ff45152e61ed4c66d6f0d67dd3559a8b35c,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1633,512,1121,406,2039,off_peak,0.000518164,0.0037307808000000002,2026-08-24T05:42:33.214480+00:00,2026-08-24T05:42:38.738808+00:00,True,1.0,外观挺不错的，气场全开，回头率收割机,True,1.0,移动的豪华大平层，可以躺着看球赛,True,0.0,乘坐满分，但载物灵活性有遗憾,True,1.0,一脚电门下去，推背感说来就来,True,1.0,完全不像开大车，灵活得像个胖子里的体操运动员,True,1.0,舒适性无敌： 第二排的Sofaro头等舱座椅真的名不虚传,True,1.0,补能速度： 800V平台真不是盖的,True,0.0,车身太宽，停车难： 超过2米的车宽,True,0.0,车机语音EVA偶有迟钝,True,1.0,虽然价格不便宜，但也得看跟谁比
autohome::01kp0rdk906mw34e9j60v00000,01kp0rdk906mw34e9j60v00000,标致508,2026-04-12 00:00:00,autohome_incremental,985,315044b8f259b04baa5b7943bd4fd5b2919e97a464b7b75162eaa417a5eec304,autopulse_absa_v3_2026-08-24,False,ValueError: appearance.evidence exceeds 30 characters,3,deepseek-v4-flash,deepseek-v4-flash,disabled,,3879,3072,807,1406,5285,off_peak,0.001127004,0.0081144288,2026-08-24T05:43:43.307062+00:00,2026-08-24T05:44:06.766787+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autohome::01k9gxrz6w6mvk4dsq70rg0000,01k9gxrz6w6mvk4dsq70rg0000,比亚迪M9,2025-11-08 00:00:00,autohome_incremental,452,2b984d4939258248db36d86bb8e73a418b53d3b949785492e876001935d5f52a,autopulse_absa_v3_2026-08-24,False,ValueError: space.evidence exceeds 30 characters,3,deepseek-v4-flash,deepseek-v4-flash,disabled,,2583,2048,535,765,3348,off_peak,0.0006369360000000001,0.004585939200000001,2026-08-24T05:43:07.198171+00:00,2026-08-24T05:43:26.810553+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autohome::01f8y3e5106cv3je1g6gsg0000,01f8y3e5106cv3je1g6gsg0000,沃兰多,2021-06-24 00:00:00,autohome_incremental,1643,7dc1ce2c29b30349b4529fca515841cb9734e89ac5cc85a70b1340f6e9573f27,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1611,512,1099,234,1845,off_peak,0.00039980399999999997,0.0028785888,2026-08-24T05:43:26.815302+00:00,2026-08-24T05:43:30.377661+00:00,True,1.0,外观大气稳重运动感十足,True,-1.0,内饰的塑料感太强,True,1.0,一家人坐到这个车里也不会感觉到拥挤,True,1.0,动力很好，坐7个人在高速上跑都不吃力,True,-1.0,方向盘比较重,True,1.0,车子隔音还算不错的,True,1.0,一般情况下油耗在7-8L左右,True,1.0,中控有个8英寸的大屏,True,1.0,车机用的是全新的 Mylink车载互联系统,True,1.0,这个价位，性价比最高的7座车
dongchedi::7584661540020703294,7584661540020703294,海狮06EV,2025-12-17 11:21:00,old_v1,711,d57860daee29171c494d3be687921e9f7179e641a14e1ab822cad93614b3ab58,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1029,512,517,208,1237,off_peak,0.00025460399999999996,0.0018331487999999998,2026-08-24T05:42:08.615361+00:00,2026-08-24T05:42:11.961054+00:00,False,,,False,,,False,,,False,,,True,1.0,转向的时候，明显感觉车基本没有侧倾，底盘支撑力度很强,True,1.0,噪音也比较小,True,0.0,电耗显示的有波动，最高是15.5，最低13.3,True,1.0,NFC钥匙功能不错,True,1.0,自动泊车很好用,False,,
dongchedi::7392468101436018713,7392468101436018713,海狮07EV,2024-07-17 14:01:00,old_v1,529,24a25590a7928674c87e0bfe80422352808bd1d57e8a080b05bae3326eec6dc3,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,937,512,425,211,1148,off_peak,0.000236344,0.0017016768000000001,2026-08-24T05:28:53.648641+00:00,2026-08-24T05:28:57.417005+00:00,False,,,False,,,True,1.0,前后排空间都很大，后备箱够用，满分,True,1.0,运动模式很灵活，不过说是首保前先经济模式磨合磨合,False,,,False,,,False,,,False,,,True,-1.0,开进地下车库就发现完全识别不了车位,True,1.0,差不多落地19.7w左右
dongchedi::7052204361597849607,7052204361597849607,海豚,2022-01-12 14:34:00,old_v1,602,33ea9510ffa501c179e4ccf342cbb5f3fe47aad181ad70807cf8abb665521fde,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,961,512,449,217,1178,off_peak,0.000245584,0.0017682048000000003,2026-08-24T05:28:53.649672+00:00,2026-08-24T05:28:56.898160+00:00,True,1.0,非常好看的“海洋美学”设计,True,1.0,各种小细节无时无刻不在提醒你,True,1.0,乘坐空间表现非常优秀,True,1.0,纯电车型的动力表现较好,True,1.0,操控比较灵活，非常容易上手,True,-1.0,路噪胎噪较大,False,,,True,1.0,配备了后倒车雷达与360度全景影像,False,,,True,-1.0,基本上没有优惠
dongchedi::7532341194873901080,7532341194873901080,海豚,2025-07-29 11:30:00,old_v1,40,c782ccb52396c3a9a486829ce36f68836e78dfbf9fa3161b7b2c16f7e9867772,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,616,512,104,184,800,off_peak,0.000147904,0.0010649088,2026-08-24T05:29:12.580868+00:00,2026-08-24T05:29:15.258804+00:00,True,1.0,价优质美,False,,,False,,,False,,,False,,,False,,,True,1.0,市电9元就跑了148公里,False,,,True,1.0,智驾时尚版,True,1.0,价优质美
dongchedi::7570667056824078398,7570667056824078398,海豚,2025-11-14 15:47:00,old_v1,150,e18ada1f797cddc0d9f97c4ff1e2e94c6e7303bfbaa41a9795fb7551a71f74c4,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,679,512,167,217,896,off_peak,0.000183544,0.0013215168,2026-08-24T05:29:08.300047+00:00,2026-08-24T05:29:11.287777+00:00,False,,,False,,,True,0.0,整体的内部空间相对于A级轿车大差不差，后备箱偏小,False,,,False,,,False,,,True,0.0,城市道路目前来看没有续航打折，高速差不多六折,False,,,True,1.0,智驾很牛，安全，高速上高架上可以放心让智驾接管,True,0.0,价格应该是在一个正常的区间范围内
dongchedi::7170712309491306500,7170712309491306500,海豹,2022-11-27 23:06:00,old_v1,1652,abdac4b63f7cc5e613328f9e7439eb1d363ef022550c1241f549d90448c185cb,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1612,512,1100,241,1853,off_peak,0.000404644,0.0029134368,2026-08-24T05:41:42.041907+00:00,2026-08-24T05:41:46.128634+00:00,False,,,False,,,False,,,True,1.0,动力太棒了，轻踩也可以很舒适的开，想超车那简直了,True,1.0,悬架支撑很好，高速过弯平整路面侧倾很小,True,-1.0,这上下忽忽悠悠的跟开船一样,True,1.0,一公里5分钱，100公里5块钱,True,1.0,这个车驾驶向的配置拉满了,True,-1.0,辅助驾驶，简直是一塌糊涂,True,1.0,这个价格能买到油车百万级的操控感受
