identity,review_id,review_id_key,series_name,publish_time,corpus_source,platform,content_source,content_len,rating_overall,legacy_available,prompt_version,requested_model,scored_at,text_global_polarity,label_source,manual_qa_status,deepseek_appearance_raw_polarity,deepseek_appearance_legacy_compatible,deepseek_appearance_api_mentioned,uniform_local_appearance_mentioned,deepseek_interior_raw_polarity,deepseek_interior_legacy_compatible,deepseek_interior_api_mentioned,uniform_local_interior_mentioned,deepseek_space_raw_polarity,deepseek_space_legacy_compatible,deepseek_space_api_mentioned,uniform_local_space_mentioned,deepseek_power_raw_polarity,deepseek_power_legacy_compatible,deepseek_power_api_mentioned,uniform_local_power_mentioned,deepseek_control_raw_polarity,deepseek_control_legacy_compatible,deepseek_control_api_mentioned,uniform_local_control_mentioned,deepseek_comfort_raw_polarity,deepseek_comfort_legacy_compatible,deepseek_comfort_api_mentioned,uniform_local_comfort_mentioned,deepseek_fuel_consumption_raw_polarity,deepseek_fuel_consumption_legacy_compatible,deepseek_fuel_consumption_api_mentioned,uniform_local_fuel_consumption_mentioned,deepseek_configuration_raw_polarity,deepseek_configuration_legacy_compatible,deepseek_configuration_api_mentioned,uniform_local_configuration_mentioned,deepseek_intelligence_raw_polarity,deepseek_intelligence_legacy_compatible,deepseek_intelligence_api_mentioned,uniform_local_intelligence_mentioned,deepseek_value_raw_polarity,deepseek_value_legacy_compatible,deepseek_value_api_mentioned,uniform_local_value_mentioned,content_sha256
dongchedi::7109363396264333324,7109363396264333324,7109363396264333324,型格,2022-06-15 16:12:00,old_v1,dongchedi,,1734,3.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,4e26d6773ab16b5fb592de96a7bce7fc84670e65d380c9841c5235a45d6d91d3
dongchedi::7109664035238318088,7109664035238318088,7109664035238318088,型格,2022-06-16 22:11:00,old_v1,dongchedi,,910,4.2,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,193806b131c5fa4127c96f015048abf5de058231ddee645b29ae41fd7aa53cba
dongchedi::7110605374306127884,7110605374306127884,7110605374306127884,型格,2022-06-19 07:53:00,old_v1,dongchedi,,1068,3.7,True,,,,0,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,74c13f4e2622ea3f488282ea9b9fb8dc90b67cf56918c9b6e9529744b31aedb0
dongchedi::7112847661916491789,7112847661916491789,7112847661916491789,型格,2022-06-25 01:58:00,old_v1,dongchedi,,563,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,0,-1.0,-1,,1,0.0,0,,1,79472ad41a2dfaf7773b75a61832edf1fd42e2271bb253939003c9fbfd42fccd
dongchedi::7115576144404942888,7115576144404942888,7115576144404942888,型格,2022-07-02 20:35:00,old_v1,dongchedi,,638,4.1,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,-1.0,-1,,1,af4b2c217745bfc0ab68536e2d1ca6c49922d67f0b8d69e779b4181f78bfc35b
dongchedi::7116122377913634820,7116122377913634820,7116122377913634820,型格,2022-07-03 21:36:00,old_v1,dongchedi,,1975,4.3,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,0,1.0,1,,1,47de947792adcdd733d1c824344f8ddf62b17a73ca6cc4e56cdc02df073ffc2a
dongchedi::7116769727954817037,7116769727954817037,7116769727954817037,型格,2022-07-05 14:21:00,old_v1,dongchedi,,315,4.3,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,1.0,1,,0,0.0,0,,0,e138234684c55e08dc3549b1f646fe329ecff6b8e612df462896afa09f02690c
dongchedi::7120147742520774693,7120147742520774693,7120147742520774693,型格,2022-07-14 16:49:00,old_v1,dongchedi,,303,3.7,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,0,0.0,0,,0,1.0,1,,1,f337e2dbe9f90e4fd9ab8ab0a9fb78048914399241fad10d496d64ab419c3bf9
dongchedi::7120220339803525150,7120220339803525150,7120220339803525150,型格,2022-07-15 14:27:00,old_v1,dongchedi,,1027,4.1,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,1,b522b4380a334309e20098c9ea31258179f41d14ea19f70d44ffa37341ea789a
dongchedi::7121564780845862944,7121564780845862944,7121564780845862944,型格,2022-07-19 12:30:00,old_v1,dongchedi,,791,4.5,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1ed39abc90d544c7b0c69028b17f8679918c2021a6539cc88371693c60e73d00
dongchedi::7123778042660392996,7123778042660392996,7123778042660392996,型格,2022-07-24 11:37:00,old_v1,dongchedi,,1885,3.5,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,436e0907ca48ba2babde2cb4827a307d14cea9793072a7c1065a50c675aecd50
dongchedi::7123745313273155624,7123745313273155624,7123745313273155624,型格,2022-07-26 00:26:00,old_v1,dongchedi,,533,4.3,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,a4c2a0b9dbc386f5943443d38fc5327b008156451e63bfade2013aa212b96931
dongchedi::7125462830316261415,7125462830316261415,7125462830316261415,型格,2022-07-29 00:55:00,old_v1,dongchedi,,381,3.8,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,0.0,0,,1,f633c21dedc08dbd37fc625b227dcd20442467976cd49457a60f4ebe52f2e4d4
dongchedi::7129802197344194572,7129802197344194572,7129802197344194572,型格,2022-08-09 17:20:00,old_v1,dongchedi,,936,4.4,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,f6df8fa0fb24d7d02258fcb9d5067afe6721e72bfae590635368278c388966b5
dongchedi::7130510877207302177,7130510877207302177,7130510877207302177,型格,2022-08-11 15:03:00,old_v1,dongchedi,,552,3.8,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,0.0,0,,0,0.0,0,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,1,7b4ad4aae3b548c221e60a28e1f0ca69cc754a4f9d8d240944d8e03f29880cc8
dongchedi::7130645729529303073,7130645729529303073,7130645729529303073,型格,2022-08-11 23:47:00,old_v1,dongchedi,,1246,3.7,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,5e3839481479734d7261759cbafcbff03c54c8f49b684c88d3c74334183e692f
dongchedi::7131024460785651715,7131024460785651715,7131024460785651715,型格,2022-08-13 00:16:00,old_v1,dongchedi,,333,3.6,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,3c9aab9e0eda823c46859436c142c70cda24af83f766cbf9c3970f0fc4fe47fa
dongchedi::7133924237525389315,7133924237525389315,7133924237525389315,型格,2022-08-20 19:55:00,old_v1,dongchedi,,381,3.8,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,0,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,beca5e63305fe9894a8f240a1114f9544872cc8ebeebd9a7fbed6af80c101383
dongchedi::7134164389313122312,7134164389313122312,7134164389313122312,型格,2022-08-21 13:37:00,old_v1,dongchedi,,1009,3.9,True,,,,0,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,1,0ed1f1c8976ec4920f20c61156e4ad866a55acaa4fb90cbd0d9de403dfd33580
dongchedi::7134961952081580067,7134961952081580067,7134961952081580067,型格,2022-08-23 15:22:00,old_v1,dongchedi,,535,4.1,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,1.0,1,,1,0.0,0,,0,0.0,0,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,0,0.0,0,,1,b340b7bd002460e9624a35048f64851ec8436cadb37cdbe44fb26b6ef2d887e9
dongchedi::7116792639529160712,7116792639529160712,7116792639529160712,型格,2022-08-27 00:19:00,old_v1,dongchedi,,882,3.4,True,,,,-1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,0,-1.0,-1,,1,767766346f6009d6df70ae3d9bf41d6f4d229a6a3d0eac4065fcc72537c53e32
dongchedi::7137134653772664869,7137134653772664869,7137134653772664869,型格,2022-08-29 11:54:00,old_v1,dongchedi,,347,4.2,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,0.0,0,,0,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,8150ba424cefaf60bb6cbfacb67dc5a623f939d0f9338acf7ab55b829030ef6b
dongchedi::7141684187781664808,7141684187781664808,7141684187781664808,型格,2022-09-10 18:23:00,old_v1,dongchedi,,531,4.1,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,feb9b1634bf7910956fbfa96c617571c744b99e4358676efacf716f631371297
dongchedi::7144921856703729699,7144921856703729699,7144921856703729699,型格,2022-09-19 11:05:00,old_v1,dongchedi,,377,4.1,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,0.0,0,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,c8d65b790630248bff60500a10824e18eb59ff4a72ad3f0cff80763b1a604118
dongchedi::7146612405630406671,7146612405630406671,7146612405630406671,型格,2022-09-24 00:35:00,old_v1,dongchedi,,337,3.4,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,0,0.0,0,,0,0.0,0,,0,fcea3f43cf9db9159c285ee1dce7bee7546c95b99c39f54b2b8bd17d8b3e9b7b
dongchedi::7150296813273092137,7150296813273092137,7150296813273092137,型格,2022-10-03 22:43:00,old_v1,dongchedi,,1934,4.4,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,8249404f308a9ed02b4e74754bfb0bf568891383e8eb4fee7f34520931e2f892
dongchedi::7155124611682668547,7155124611682668547,7155124611682668547,型格,2022-10-16 22:57:00,old_v1,dongchedi,,648,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,2b0d66e5f8d3c027f77106daf8172d5dc4e4f0c22f5fcbbce86edd92ae76cbbb
dongchedi::7159489881599643680,7159489881599643680,7159489881599643680,型格,2022-10-28 17:17:00,old_v1,dongchedi,,402,3.7,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,1,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,8508fc13b491c2304a9370a232776293c55a13f339a9e0bfbba012e642b76a31
dongchedi::7164428840893157383,7164428840893157383,7164428840893157383,型格,2022-11-11 00:42:00,old_v1,dongchedi,,525,4.5,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,0,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,a64bb788d270dd7b0ae297018ddf50e28cc90f42316181c2644a0c053f466ecb
dongchedi::7164735792240136232,7164735792240136232,7164735792240136232,型格,2022-11-11 20:57:00,old_v1,dongchedi,,671,4.5,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,0.0,0,,1,0.0,0,,1,-1.0,-1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,1,85709d8fce15abb02ebf2825c0c81e9a6ae667427018b08f89ee5e2fe1940db4
dongchedi::7159209874801299491,7159209874801299491,7159209874801299491,型格,2022-11-12 23:19:00,old_v1,dongchedi,,948,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,0.0,0,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,d494de82b191f98209e4d7778ef75ab2a0fb1dc681dcd9daeb7ca6f35e312075
dongchedi::7177156870820335620,7177156870820335620,7177156870820335620,型格,2022-12-15 08:22:00,old_v1,dongchedi,,443,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,0,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,d35bd05b0a4de3614856db8dc106121a494fa5777f7704bb4eb88bf413f88ddb
dongchedi::7163954351029882912,7163954351029882912,7163954351029882912,型格,2022-12-26 17:33:00,old_v1,dongchedi,,393,3.6,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,0,0.0,0,,0,e7693eb8d8aae1a166019ccea06c9326d6c1c6b8ce670944fa7f180a93ceff80
dongchedi::7185836607868506123,7185836607868506123,7185836607868506123,型格,2023-01-07 17:45:00,old_v1,dongchedi,,382,3.8,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,0.0,0,,0,0.0,0,,0,-1.0,-1,,0,0.0,0,,0,1.0,1,,1,904cbc03cda061b32f69fe3462d7cab2278b9334f256b4f79c93b027b3607784
dongchedi::7186650896015560707,7186650896015560707,7186650896015560707,型格,2023-01-09 22:26:00,old_v1,dongchedi,,443,3.8,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,1,0.0,0,,0,0.0,0,,1,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,-1.0,-1,,1,f7a98f42728a33f1d08216b8f6547456d4529ffc1cf1b102373b90e1b6f56f64
dongchedi::7187238386271260705,7187238386271260705,7187238386271260705,型格,2023-01-11 12:47:00,old_v1,dongchedi,,437,3.6,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,0,1.0,1,,1,09f5a1a56008c352600fff1e31d4bd918d10fd931eb896e5afa4c2838745c5a5
dongchedi::7189881830445682727,7189881830445682727,7189881830445682727,型格,2023-01-18 18:36:00,old_v1,dongchedi,,1833,3.8,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,42ee60bb96f4e8b8c38a6a0ec9e0ae15831bd11b5313f3915abb81b896bc5880
dongchedi::7195816509015330868,7195816509015330868,7195816509015330868,型格,2023-02-03 15:10:00,old_v1,dongchedi,,448,4.8,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,1.0,1,,1,1.0,1,,0,0.0,0,,0,1.0,1,,1,28e2f0e902052c62ba8d818506f6bdb93353f88aea374c0c6e56ea90f4eaa756
dongchedi::7221110650976604218,7221110650976604218,7221110650976604218,型格,2023-04-12 18:37:00,old_v1,dongchedi,,551,4.1,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,3ad7a8b679a60a906adcf71a364da43343041cbc2d48c105437d06e1a4c78db2
dongchedi::7247692714299363366,7247692714299363366,7247692714299363366,型格,2023-06-23 10:50:00,old_v1,dongchedi,,645,3.7,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,0,1.0,1,,1,a466b92cc3078ee81a778fe1dbae6a124549d9f1776a6939afd96557f8ad15d5
dongchedi::7265332684941955113,7265332684941955113,7265332684941955113,型格,2023-08-09 22:41:00,old_v1,dongchedi,,558,4.1,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,1,8b2c7fed2985a817b616ec0c3cce8e897219219e327fdf5382b868279ff37507
dongchedi::7295373736096567358,7295373736096567358,7295373736096567358,型格,2023-10-29 21:38:00,old_v1,dongchedi,,583,3.8,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,1,7b6a8083d02e839fbd8d2e897fd6350e60631d82fe5327a5e3ff2c90ba83d5d1
dongchedi::7298923130599247934,7298923130599247934,7298923130599247934,型格,2023-11-08 11:18:00,old_v1,dongchedi,,517,3.6,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,-1.0,-1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,0.0,0,,1,30b6227fffedc4236f7ca75716343d2c4d70b66d96fed9b3283e953a487eb310
dongchedi::7308790901940179006,7308790901940179006,7308790901940179006,型格,2023-12-05 01:21:00,old_v1,dongchedi,,323,4.1,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,-1.0,-1,,0,0.0,0,,0,1.0,1,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,-1.0,-1,,0,0.0,0,,0,1.0,1,,1,0829d74b7cc5b01563e0c237c90f74c7da4bc6adc5bb8f899675ce504fc92c38
dongchedi::7316823418140102718,7316823418140102718,7316823418140102718,型格,2023-12-26 16:51:00,old_v1,dongchedi,,539,3.5,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,0.0,0,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,0,0.0,0,,0,1.0,1,,1,8648167bd3331083112b46236fbf14f761da736fad94e0fc18483cd2a8fa9e9e
dongchedi::7318572762144985150,7318572762144985150,7318572762144985150,型格,2023-12-31 10:30:00,old_v1,dongchedi,,624,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,f6907c0700266423303f0f2d923f95213a95907aa7cebeb9f995fb2f46e8b77d
dongchedi::7319689417545748542,7319689417545748542,7319689417545748542,型格,2024-01-03 10:52:00,old_v1,dongchedi,,440,3.6,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,0,1.0,1,,0,-1.0,-1,,1,1.0,1,,1,804fbe09eb16faf2124b64b73ce9c8b2e69fb9ac52b2c24117da0dea8b09f38e
dongchedi::7338343265793478680,7338343265793478680,7338343265793478680,型格,2024-02-22 17:18:00,old_v1,dongchedi,,493,3.7,True,,,,1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,1,0.0,0,,1,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,-1.0,-1,,1,a5e666b1eae20dfcddcbf4b5e69037e97bef56d6e4447ab686fe3553d486859b
dongchedi::7499098755916910617,7499098755916910617,7499098755916910617,型格,2025-04-30 21:33:00,old_v1,dongchedi,,51,4.3,True,,,,0,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,41d85e2a94bbc0927df9690545b0ca6c7ff643a6aca9703fe08d9fdd2d0f2ece
dongchedi::7528860287374479384,7528860287374479384,7528860287374479384,型格,2025-07-20 02:23:00,old_v1,dongchedi,,30,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,0.0,0,,0,-1.0,-1,,1,1.0,1,,1,-1.0,-1,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,a265dc4378e45ba1fa050be3b5854b3ea7294e1c463bcf14b5b9c5d38ee8f099
dongchedi::7553239753064189977,7553239753064189977,7553239753064189977,型格,2025-09-23 19:14:00,old_v1,dongchedi,,304,5.0,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,0,1.0,1,,1,1.0,1,,1,cda0df943f470e6c5dc957682db4058aa0520586b94f12ab13d9e5219f95135a
dongchedi::7553689899308683326,7553689899308683326,7553689899308683326,型格,2025-09-25 00:14:00,old_v1,dongchedi,,138,4.4,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,b7616f11bd6d8fb98172fdb18af0b5b78267455c80d2f1188d93078b2672f280
dongchedi::7563707220857212953,7563707220857212953,7563707220857212953,型格,2025-10-22 00:12:00,old_v1,dongchedi,,72,4.1,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,0,-1.0,-1,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,86c677ba9ca4e7cc72a533e1ad09e0cf2947db05cd3c0feb4ac40fa297b152d1
dongchedi::7582117713682632728,7582117713682632728,7582117713682632728,型格,2025-12-10 14:54:00,old_v1,dongchedi,,101,4.7,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,1,a65f9e7b06d5ec31a3e23afaa550cefa41158809a599a9367a77d46514b82a24
dongchedi::7582757729022808089,7582757729022808089,7582757729022808089,型格,2025-12-12 08:12:00,old_v1,dongchedi,,35,4.0,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,9175c8872555e38fd06047924fc99951504cdd1b2165c85dc32a94c37bf7c044
dongchedi::7591062874903040024,7591062874903040024,7591062874903040024,型格,2026-01-03 17:20:00,old_v1,dongchedi,,303,3.3,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,0,-1.0,-1,,0,1.0,1,,0,0.0,0,,1,74e7f82db1c50b37f3e13ce8194da3f6002574980bb2d692758f0536efee74dc
dongchedi::7597631766588821529,7597631766588821529,7597631766588821529,型格,2026-01-21 10:11:00,old_v1,dongchedi,,31,4.6,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,7e835b17b01c1ec71714371969f7dfc7e91a187725201f8adf77dc771d15dab3
dongchedi::7607337184768561214,7607337184768561214,7607337184768561214,型格,2026-02-16 13:53:00,old_v1,dongchedi,,35,4.6,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,51f7830c41dc0cbd86eae6fcd6e85bb1093b50103ea723c93fcc4cf843638ac3
