identity,review_id,series_name,publish_time,corpus_source,content_chars,content_sha256,legacy_absa_available,prompt_version,requested_model,batch_id,batch_size,success,error,scored_at,appearance_mentioned,appearance_polarity,legacy_compatible_appearance,interior_mentioned,interior_polarity,legacy_compatible_interior,space_mentioned,space_polarity,legacy_compatible_space,power_mentioned,power_polarity,legacy_compatible_power,control_mentioned,control_polarity,legacy_compatible_control,comfort_mentioned,comfort_polarity,legacy_compatible_comfort,fuel_consumption_mentioned,fuel_consumption_polarity,legacy_compatible_fuel_consumption,configuration_mentioned,configuration_polarity,legacy_compatible_configuration,intelligence_mentioned,intelligence_polarity,legacy_compatible_intelligence,value_mentioned,value_polarity,legacy_compatible_value
autohome::01ekcct06d6cs3cd9n6mv00000,01ekcct06d6cs3cd9n6mv00000,卡罗拉双擎E+,2020-09-29 00:00:00,autohome_incremental,1456,ad8c8f0fe507b66f095db2a50c3eba3f2b4d0ec611c06543a8398a29d86c4764,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,10425d95018c162c,10,True,,2026-08-24T09:00:11.397240+00:00,True,1.0,1,True,-1.0,-1,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1,True,1.0,1,True,-1.0,-1,False,,0,True,1.0,1
autohome::01en84xeqq6cs3jd9m60rg0000,01en84xeqq6cs3jd9m60rg0000,卡罗拉双擎E+,2020-10-22 00:00:00,autohome_incremental,1158,5c33680a2d1635d072930b456c5dde8d3188dab10fd808d5bff72a1f52a2e2f5,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,14c019d13a068285,10,True,,2026-08-24T08:53:44.027436+00:00,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1
autohome::01fb10e2116cvk8d1p6gs00000,01fb10e2116cvk8d1p6gs00000,卡罗拉双擎E+,2021-07-20 00:00:00,autohome_incremental,1147,51bf1994e8c199fea9ad041556b7756d18e5b0cc704e50864a762aa942b54f30,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,596a83a3e330494a,10,True,,2026-08-24T06:29:23.865218+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,-1.0,-1,True,1.0,1
autohome::01ffrxcswc6cw38e9g70t00000,01ffrxcswc6cw38e9g70t00000,卡罗拉双擎E+,2021-09-17 00:00:00,autohome_incremental,1053,6d94543348437656ae4d0435060e81e7afca7f289f1937c4106f5c3df9fc75e1,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,daaed523b348af1a,10,True,,2026-08-24T08:47:17.125920+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1,True,1.0,1,False,,0,False,,0,True,1.0,1
dongchedi::7647186329331060760,7647186329331060760,卡罗拉锐放,2026-06-03 23:13:00,old_v1,40,85d8e7537b5e5109b0cc07ebb0c2114c4860462cde9a38d3af8e65e86552173a,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,f3abaed2c4ac6a28,10,True,,2026-08-24T08:00:53.936625+00:00,False,,0,False,,0,False,,0,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,False,,0,False,,0,False,,0
dongchedi::7649211794023534617,7649211794023534617,卡罗拉锐放,2026-06-09 10:08:00,old_v1,145,1fd3ac1cbc71fb067708dcd2ffd42f59bd7df1e9f31ca9c14602406c59bae279,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,fc50edfc144c0152,10,True,,2026-08-24T08:04:39.767741+00:00,True,1.0,1,True,1.0,1,False,,0,False,,0,False,,0,False,,0,True,1.0,1,False,,0,False,,0,True,1.0,1
dongchedi::7651935449308467224,7651935449308467224,卡罗拉锐放,2026-06-16 18:17:00,old_v1,48,88e0a241559ffbdfd9844ce30d51c202ced097ce5e5b895d6ea63b16b22c3600,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,d0b0ae97b311faeb,10,True,,2026-08-24T08:01:47.900950+00:00,False,,0,True,-1.0,-1,True,-1.0,-1,True,1.0,1,False,,0,True,-1.0,-1,True,1.0,1,False,,0,False,,0,False,,0
dongchedi::7653791807796416537,7653791807796416537,卡罗拉锐放,2026-06-21 18:23:00,old_v1,34,4bf75099421b3931e6cb9b2d1f03bc2778f0c15d0ed17458832520bd220485c4,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,100eda748b709ec2,10,True,,2026-08-24T07:59:43.806529+00:00,False,,0,True,1.0,1,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0
dongchedi::7657552920992305176,7657552920992305176,卡罗拉锐放,2026-07-01 21:36:00,old_v1,53,24831dc646ca200a194b64e5890f06bf068a6f4df9af213a7b61ed2604339516,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,1b1055f9e784e867,10,True,,2026-08-24T08:02:09.539465+00:00,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,True,1.0,1,False,,0
dongchedi::7658245452734681150,7658245452734681150,卡罗拉锐放,2026-07-03 18:23:00,old_v1,33,8b553fd1f4d405bd109c6f2a64119666b02ffa964c2651becca0236a1a99e368,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,60d293b0f3c67c11,10,True,,2026-08-24T06:26:29.305422+00:00,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,True,1.0,1,False,,0,False,,0,False,,0
dongchedi::7658542644850593816,7658542644850593816,卡罗拉锐放,2026-07-04 13:37:00,old_v1,405,b1af6a332d7fb2ae6a34ed48316256c3d50658260e0b042be3c5085e728196ce,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,105cdf1b79576f72,10,True,,2026-08-24T08:11:37.107035+00:00,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,False,,0,True,1.0,1,False,,0,False,,0,False,,0,False,,0
dongchedi::7659063512181772313,7659063512181772313,卡罗拉锐放,2026-07-05 23:36:00,old_v1,34,0f24226e53e1760bf205960e7f5b044623f9014eda5e29d1c8e017c77f77d655,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,100eda748b709ec2,10,True,,2026-08-24T07:59:43.806529+00:00,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0,True,1.0,1
dongchedi::7659585678837026878,7659585678837026878,卡罗拉锐放,2026-07-07 09:04:00,old_v1,58,4cd3acfc32e829e0ad52ddc96494f6d225f6a102d67bc9272c39f1502d6b9f89,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,83250a5ffdf73510,10,True,,2026-08-24T08:02:23.676621+00:00,True,1.0,1,False,,0,False,,0,True,1.0,1,True,1.0,1,False,,0,False,,0,True,1.0,1,False,,0,True,1.0,1
dongchedi::7660160856361013272,7660160856361013272,卡罗拉锐放,2026-07-08 22:19:00,old_v1,43,8c09e5d59d92e394f92587adbcf282648b86356d12901c67a7d19fd75f5ec44a,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,ec781b1bb7ce674d,10,True,,2026-08-24T08:01:12.243237+00:00,False,,0,False,,0,False,,0,False,,0,True,1.0,1,False,,0,False,,0,False,,0,True,-1.0,-1,False,,0
autohome::01gtn36tcy6gw38e1g68v00000,01gtn36tcy6gw38e1g68v00000,合创A06,2023-03-04 00:00:00,autohome_incremental,484,4c7897d05dacfbfcc20a1ae0d42d999b5ffd64ec310edbbcec1e89d88f01f00f,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,558bf0169e8cde25,10,True,,2026-08-24T08:14:20.180380+00:00,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,False,,0,True,-1.0,-1,True,1.0,1
autohome::01gtqxsb8t6gw38e9k6mrg0000,01gtqxsb8t6gw38e9k6mrg0000,合创A06,2023-03-05 00:00:00,autohome_incremental,458,2b1d5b74dc6bc2490e4b206d93f8f87f03ffc6987d140f9970bcb9dd53fd0464,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,8d08bd6890c138a2,10,True,,2026-08-24T08:13:22.229209+00:00,True,1.0,1,True,-1.0,-1,True,0.0,0,True,1.0,1,False,,0,False,,0,True,1.0,1,False,,0,True,1.0,1,True,1.0,1
autohome::01gtzbke8w6gw3acsj60w00000,01gtzbke8w6gw3acsj60w00000,合创A06,2023-03-08 00:00:00,autohome_incremental,490,1ebc1ee0ee888e25e9c12a58b98ebba3a55622b8987fe1e05215092819aa645f,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,e707330162f8f562,10,True,,2026-08-24T08:14:32.601984+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
autohome::01gv0fdpjh6gw3ad1j6mtg0000,01gv0fdpjh6gw3ad1j6mtg0000,合创A06,2023-03-08 00:00:00,autohome_incremental,484,d1a3b900b38cc9e511ad6fb9e3a0ed617a7a22fb4bf1092eb59614fa29156f90,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,558bf0169e8cde25,10,True,,2026-08-24T08:14:20.180380+00:00,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,1.0,1
autohome::01gv0jrhw26gw3ad1k6crg0000,01gv0jrhw26gw3ad1k6crg0000,合创A06,2023-03-08 00:00:00,autohome_incremental,499,6204cdc404978d020224eb9f2cc302603158460631a7f1d22368cdee93302fd0,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,09d67f331e35cc17,10,True,,2026-08-24T09:08:58.664802+00:00,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1,False,,0,False,,0,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1
autohome::01gxax21206gw3jdhk64w00000,01gxax21206gw3jdhk64w00000,合创A06,2023-04-06 00:00:00,autohome_incremental,591,17e09a47c1d68a7f4a5618e78e21b1df51fabcc7c7ccfe4247f35a6f300ebd17,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,3ef8cc8ad1a2237f,10,True,,2026-08-24T08:22:27.145825+00:00,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,1.0,1
autohome::01gxfqbef56gw3je1s6wr00000,01gxfqbef56gw3je1s6wr00000,合创A06,2023-04-08 00:00:00,autohome_incremental,629,555b24a9996b889748997b2b07c6d915ce94e1f1c8a67503d58ae7140f674cd4,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,ce2f24b2b4fda07b,10,True,,2026-08-24T08:23:54.539873+00:00,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1,True,-1.0,-1,False,,0,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
autohome::01gxsze9da6gwk0d9j6mtg0000,01gxsze9da6gwk0d9j6mtg0000,合创A06,2023-04-12 00:00:00,autohome_incremental,618,61e3873a151672bda4a22bd1d92c6c638b280c39066e011d91a6590911e2ac45,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,db25ab163c76ef24,10,True,,2026-08-24T08:23:31.902526+00:00,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,True,1.0,1,True,0.0,0,True,1.0,1
autohome::01gxwnf9486gwk0dsk6rwg0000,01gxwnf9486gwk0dsk6rwg0000,合创A06,2023-04-13 00:00:00,autohome_incremental,609,6f00d898b77b03e484c9b4441ad529194af95642f21bda94029ea408be935ca6,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,beb13adce387b3c3,10,True,,2026-08-24T08:23:11.278960+00:00,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,1.0,1,False,,0,True,1.0,1,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,1.0,1
autohome::01gy3vnzds6gwk2c9s70tg0000,01gy3vnzds6gwk2c9s70tg0000,合创A06,2023-04-16 00:00:00,autohome_incremental,611,973c0e594586ab1a4a139a46b76e180ba4c8f30c26364f822b36962bc72d4653,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,23e6f91a01521dcc,10,True,,2026-08-24T08:23:17.067808+00:00,True,1.0,1,True,0.0,0,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,1.0,1
dongchedi::6881854923584049165,6881854923584049165,吉利ICON,2020-10-10 13:11:00,old_v1,335,81fd95941d3293a93fe8901cf6ca080d48a008ccac3bcdbb7d0e415db31a0b25,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,8070f8dfffd6e47a,10,True,,2026-08-24T08:08:50.504990+00:00,True,1.0,1,True,1.0,1,True,-1.0,-1,True,0.0,0,True,-1.0,-1,True,-1.0,-1,False,,0,False,,0,False,,0,False,,0
dongchedi::6884370093698977800,6884370093698977800,吉利ICON,2020-10-17 07:52:00,old_v1,1358,29d0e4b2c281c297819dacb0766accbf7bbd8b8df2d54ea5a455197442c8bb4c,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,bb9a3456399d89a5,10,True,,2026-08-24T08:58:32.289046+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,True,1.0,1,True,0.0,0,True,-1.0,-1,True,1.0,1
dongchedi::6884949736340590605,6884949736340590605,吉利ICON,2020-10-18 21:21:00,old_v1,475,e194e0cc0f12db1d16a856658d3d7db963671eea819af5ed80c47e41d4a41a28,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,a3e240f9851ef465,10,True,,2026-08-24T08:13:54.071542+00:00,True,1.0,1,True,1.0,1,True,-1.0,-1,True,1.0,1,True,-1.0,-1,True,-1.0,-1,False,,0,True,1.0,1,True,1.0,1,True,-1.0,-1
dongchedi::6886745930595307534,6886745930595307534,吉利ICON,2020-10-23 17:31:00,old_v1,455,7fab1fefe5886db7a95e07d7ae2dd69daaf41680841252e97937404fcd4e4d25,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,6d6f75d0caa9a760,10,True,,2026-08-24T08:13:17.602320+00:00,True,1.0,1,True,0.0,0,True,1.0,1,True,1.0,1,False,,0,False,,0,True,1.0,1,False,,0,False,,0,False,,0
dongchedi::6886788399752024072,6886788399752024072,吉利ICON,2020-10-23 20:16:00,old_v1,479,fd86462305bbcd5f3b17b9a2ac55049914efeaec60b27b39c74dfb54b8fb2317,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,8eb80ad18086cf9c,10,True,,2026-08-24T08:14:04.447372+00:00,True,0.0,0,True,1.0,1,True,0.0,0,True,0.0,0,True,1.0,1,True,0.0,0,False,,0,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6896385862733402119,6896385862733402119,吉利ICON,2020-11-18 16:59:00,old_v1,515,1395b6fffcbfa3482e56eece521fbb64e83a93d68f158cf22f0f8ee105083dd2,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,7f4217729fdaab57,10,True,,2026-08-24T09:09:29.319317+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,0.0,0,True,0.0,0,False,,0,True,1.0,1,True,1.0,1,False,,0
dongchedi::6904831149105745933,6904831149105745933,吉利ICON,2020-12-11 11:41:00,old_v1,499,96904463d3e28cff88a8ec634ad7fe728f34ad3c82cdb3de5215cd30322fac11,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,09d67f331e35cc17,10,True,,2026-08-24T09:08:58.664802+00:00,True,1.0,1,False,,0,True,-1.0,-1,True,1.0,1,True,1.0,1,False,,0,False,,0,True,1.0,1,False,,0,True,1.0,1
dongchedi::6904993641920466958,6904993641920466958,吉利ICON,2020-12-11 21:41:00,old_v1,668,9ba28f8bb87cba36c7604dbad5a8eaccb48810ebb878667e9e3c2ccc0d1e2d98,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,1a69e2e1832b1fb5,10,True,,2026-08-24T08:25:32.248893+00:00,True,1.0,1,True,1.0,1,True,0.0,0,True,0.0,0,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,True,1.0,1,False,,0
dongchedi::6908722430584295438,6908722430584295438,吉利ICON,2020-12-21 22:51:00,old_v1,421,038d3e06a377295f8fd6546dad6e5fb44d2d9ece93fc0031160931def3c84bef,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,c5e82188fd3389f5,10,True,,2026-08-24T08:12:08.711579+00:00,True,1.0,1,True,1.0,1,False,,0,True,-1.0,-1,False,,0,False,,0,False,,0,True,1.0,1,False,,0,True,1.0,1
dongchedi::6915646686547152909,6915646686547152909,吉利ICON,2021-01-09 14:41:00,old_v1,981,87517f214192de70080a9e68f9796af52f1ac897e589bff504641e0c46ee0654,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,2556853d49bbca41,10,True,,2026-08-24T08:44:13.528658+00:00,True,1.0,1,True,1.0,1,True,-1.0,-1,True,1.0,1,True,-1.0,-1,False,,0,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6917887059315134477,6917887059315134477,吉利ICON,2021-01-15 15:34:00,old_v1,775,e6f5e45ed69a4cfc4ba6bdc416cfe8aa8489398743a2a3c876d63f898ee3fb76,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,729311386ffcae0c,10,True,,2026-08-24T08:34:01.276192+00:00,False,,0,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1,True,-1.0,-1
dongchedi::6921183442751197191,6921183442751197191,吉利ICON,2021-02-01 22:51:00,old_v1,304,7df7201a80750330620ca16d3ad62cba4b91cb08ab20799ea5c4ddb50b4fd84f,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,76a1ebf5813c6386,10,True,,2026-08-24T08:06:42.813678+00:00,True,1.0,1,True,1.0,1,True,0.0,0,True,1.0,1,True,0.0,0,True,1.0,1,True,-1.0,-1,True,1.0,1,False,,0,False,,0
dongchedi::6926793074966269966,6926793074966269966,吉利ICON,2021-02-08 15:34:00,old_v1,347,8cae630e0523e3e6b93f57afde585820e3564788cece00355ee1cb0946b2ef23,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,4347bac76a9aafd1,10,True,,2026-08-24T08:09:18.057210+00:00,False,,0,False,,0,False,,0,True,1.0,1,True,1.0,1,True,-1.0,-1,True,-1.0,-1,False,,0,True,-1.0,-1,True,-1.0,-1
dongchedi::6933117776663941128,6933117776663941128,吉利ICON,2021-02-25 16:37:00,old_v1,982,f301564d4fd457440625aadc695fc00b3e326b8f5f2784b1176e72bce70be85c,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,670d1294c993bfca,10,True,,2026-08-24T08:44:18.189546+00:00,True,1.0,1,False,,0,True,1.0,1,True,1.0,1,True,1.0,1,True,0.0,0,True,1.0,1,False,,0,False,,0,True,0.0,0
dongchedi::6934899124646973448,6934899124646973448,吉利ICON,2021-03-02 11:50:00,old_v1,1049,3967f0db2951d54e9488465142f16e770663e7c65898a22a2203f7af3c6c9805,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,d467ce3210a523af,10,True,,2026-08-24T08:47:05.377960+00:00,True,1.0,1,True,1.0,1,True,0.0,0,True,1.0,1,True,0.0,0,True,-1.0,-1,False,,0,True,1.0,1,True,1.0,1,False,,0
dongchedi::6936367362740326436,6936367362740326436,吉利ICON,2021-03-06 10:47:00,old_v1,1015,d254e4e2a3714f83cd92368fa8e6ff45ae952c64f17bcb27817f04c3012d92ea,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,fa184398b9e2196f,10,True,,2026-08-24T08:45:44.133134+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,-1.0,-1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6938011620702425095,6938011620702425095,吉利ICON,2021-03-10 21:08:00,old_v1,984,b6402127eba309d95e2785fdcb452731aaed4a9220088dad4478f99baa5d7497,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,540dbcb03a5c17cd,10,True,,2026-08-24T08:44:22.577325+00:00,False,,0,False,,0,False,,0,True,1.0,1,True,0.0,0,True,0.0,0,False,,0,False,,0,False,,0,True,0.0,0
dongchedi::6938352791165341704,6938352791165341704,吉利ICON,2021-03-11 19:12:00,old_v1,1001,ca1b6e7bb6ca32322339578f1f047b21a5638e239ec635ce57a32430a63e7822,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,91cb735bb6ef8c84,10,True,,2026-08-24T08:45:08.307328+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,-1.0,-1,True,-1.0,-1,True,1.0,1,False,,0,True,-1.0,-1,True,1.0,1
dongchedi::6949066877221998605,6949066877221998605,吉利ICON,2021-04-09 16:08:00,old_v1,1255,0ec8c312efdc7ff086d47a5eeea742801897392ce39d70e6c6dff3d0f867c5e4,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,5fd65768a897b4b9,10,True,,2026-08-24T08:56:21.125897+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6949375557553360933,6949375557553360933,吉利ICON,2021-04-10 12:06:00,old_v1,1971,da67a8bf1498677371430aafd428507f38b7c12cce169b3e075b97e0dcf9a35d,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,cc964c978fd8b992,10,True,,2026-08-24T09:06:05.004813+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,-1.0,-1,True,0.0,0,True,1.0,1,True,1.0,1,True,0.0,0
dongchedi::6949131555767848967,6949131555767848967,吉利ICON,2021-04-10 21:22:00,old_v1,1991,0a93288cd6006df168906c82bb16330ec90056c61bfe556c461b9d5cde539847,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,9208ad02e7243fc0,10,True,,2026-08-24T09:06:29.930839+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,0.0,0,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6917519421292417032,6917519421292417032,吉利ICON,2021-04-12 01:05:00,old_v1,1724,2803661405ef5e29ad2f5f78357213056cdf93e5c11bf8f29d439600bf33ec0b,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,a417ee9ad313970e,10,True,,2026-08-24T09:03:40.546216+00:00,True,1.0,1,True,1.0,1,True,-1.0,-1,True,1.0,1,True,0.0,0,True,1.0,1,False,,0,True,1.0,1,True,-1.0,-1,True,1.0,1
dongchedi::6950637092149923848,6950637092149923848,吉利ICON,2021-04-13 21:41:00,old_v1,1994,e522eabd9e560bad67bc1d5dd052eeaa7c6f1fa81259319d3dacece3d7b6ec54,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,49ce90846b8ca8b4,10,True,,2026-08-24T09:06:40.215139+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6950816961102090253,6950816961102090253,吉利ICON,2021-04-14 10:52:00,old_v1,1406,a6467aef2f83d688de551aa860b020e70247047bc8d85181f7e660796c8a6665,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,39e7baf85a4ca6f3,10,True,,2026-08-24T08:59:20.827047+00:00,True,1.0,1,True,1.0,1,True,-1.0,-1,True,1.0,1,True,1.0,1,False,,0,True,0.0,0,True,1.0,1,True,-1.0,-1,True,1.0,1
dongchedi::6950907130287230990,6950907130287230990,吉利ICON,2021-04-14 15:09:00,old_v1,831,3e7e5af013db5b93f60c9cb13af1c1ea1576ae72aa2199a93c64e715bb2ab9ca,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,d38e5e4f1ac5d84c,10,True,,2026-08-24T08:36:21.680977+00:00,False,,0,False,,0,False,,0,True,0.0,0,True,1.0,1,True,0.0,0,True,0.0,0,False,,0,False,,0,True,0.0,0
dongchedi::6952785777914810376,6952785777914810376,吉利ICON,2021-04-19 16:39:00,old_v1,1092,b310b53dc784b564e97046f9a29d41d449c1c94463e6c26d03ec850d86748acf,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,04d91cf1fbbb53e9,10,True,,2026-08-24T08:48:48.902862+00:00,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,False,,0,False,,0,False,,0,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6953430397313093668,6953430397313093668,吉利ICON,2021-04-21 13:47:00,old_v1,1002,09455a5278f164c03c4a28d5fb171e06e3ef306285325deb2251af4d2832099b,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,91cb735bb6ef8c84,10,True,,2026-08-24T08:45:08.307328+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,-1.0,-1
dongchedi::6953627437368348709,6953627437368348709,吉利ICON,2021-04-21 23:05:00,old_v1,1817,a2df85caaf13f84492baf9d43e2bb80256ca81aeca60caa42971a5f86e4f8fba,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,c59e1955fc74015f,10,True,,2026-08-24T09:04:23.177831+00:00,True,1.0,1,True,1.0,1,True,0.0,0,True,0.0,0,True,0.0,0,True,0.0,0,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6955752220277084196,6955752220277084196,吉利ICON,2021-04-27 16:31:00,old_v1,890,09224740634b5db3ae16150d056b1cd8be68731c6000738f63fee2bff7ba9de4,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,3e38cbf50aa4e672,10,True,,2026-08-24T08:39:38.374164+00:00,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1,True,1.0,1
dongchedi::6956219428467904549,6956219428467904549,吉利ICON,2021-04-28 22:44:00,old_v1,1037,fbc79e9c31476bd420e906f0c5449aeeba3b9eddd54f5cc733291e2e32b0782a,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,0d3470ab6b0221d1,10,True,,2026-08-24T08:46:41.027882+00:00,True,1.0,1,True,1.0,1,True,-1.0,-1,True,1.0,1,False,,0,False,,0,False,,0,False,,0,True,1.0,1,False,,0
dongchedi::6959722264879173669,6959722264879173669,吉利ICON,2021-05-08 09:16:00,old_v1,1246,a7b1496204401e2d809dc4f10a2996fd0ed94766c2c9691d15b897fb279c56da,False,autopulse_compact_backfill_v1_2026-08-24,deepseek-v4-flash,f3c2b904a9a7eae0,10,True,,2026-08-24T08:56:01.584006+00:00,True,1.0,1,True,1.0,1,False,,0,True,1.0,1,False,,0,True,-1.0,-1,False,,0,True,1.0,1,True,0.0,0,False,,0
