series_name,date,split
凯美瑞,2023-08-01,train
凯美瑞,2023-09-01,train
凯美瑞,2023-10-01,train
凯美瑞,2023-11-01,train
凯美瑞,2023-12-01,train
凯美瑞,2024-01-01,train
凯美瑞,2024-02-01,train
凯美瑞,2024-03-01,train
凯美瑞,2024-04-01,train
凯美瑞,2024-05-01,train
凯美瑞,2024-06-01,train
凯美瑞,2024-07-01,train
凯美瑞,2024-08-01,train
凯美瑞,2024-09-01,train
凯美瑞,2024-10-01,train
凯美瑞,2024-11-01,train
凯美瑞,2024-12-01,train
凯美瑞,2025-01-01,train
凯美瑞,2025-02-01,train
凯美瑞,2025-03-01,train
凯美瑞,2025-04-01,train
凯美瑞,2025-05-01,train
凯美瑞,2025-06-01,train
凯美瑞,2025-07-01,val
凯美瑞,2025-08-01,val
凯美瑞,2025-09-01,val
凯美瑞,2025-10-01,val
凯美瑞,2025-11-01,val
凯美瑞,2025-12-01,val
凯美瑞,2026-01-01,test
凯美瑞,2026-02-01,test
凯美瑞,2026-03-01,test
凯美瑞,2026-04-01,test
凯美瑞,2026-05-01,test
凯美瑞,2026-06-01,test
凯翼拾月,2022-01-01,train
凯翼拾月,2022-02-01,train
凯翼拾月,2022-03-01,train
凯翼拾月,2022-04-01,train
凯翼拾月,2022-05-01,train
凯翼拾月,2022-06-01,train
凯翼拾月,2022-07-01,train
凯翼拾月,2022-08-01,train
凯翼拾月,2022-09-01,train
凯翼拾月,2022-10-01,train
凯翼拾月,2022-11-01,train
凯翼拾月,2022-12-01,train
凯翼拾月,2023-01-01,train
凯翼拾月,2023-02-01,train
凯翼拾月,2023-03-01,train
凯翼拾月,2023-04-01,train
凯翼拾月,2023-05-01,train
凯翼拾月,2023-06-01,train
凯翼拾月,2023-07-01,train
凯翼拾月,2023-08-01,train
凯翼拾月,2023-09-01,train
凯翼拾月,2023-10-01,train
凯翼拾月,2023-11-01,train
凯翼拾月,2023-12-01,train
凯翼拾月,2024-01-01,train
凯翼拾月,2024-02-01,train
凯翼拾月,2024-03-01,train
凯翼拾月,2024-04-01,train
凯翼拾月,2024-05-01,train
凯翼拾月,2024-06-01,train
凯翼拾月,2024-07-01,train
凯翼拾月,2024-08-01,train
凯翼拾月,2024-09-01,train
凯翼拾月,2024-10-01,train
凯翼拾月,2024-11-01,train
凯翼拾月,2024-12-01,train
凯翼拾月,2025-01-01,train
凯翼拾月,2025-02-01,train
凯翼拾月,2025-03-01,train
凯翼拾月,2025-04-01,train
凯翼拾月,2025-05-01,train
凯翼拾月,2025-06-01,train
凯翼拾月,2025-07-01,val
凯翼拾月,2025-08-01,val
凯翼拾月,2025-09-01,val
凯翼拾月,2025-10-01,val
凯翼拾月,2025-11-01,val
凯翼拾月,2025-12-01,val
凯翼拾月,2026-01-01,test
凯翼拾月,2026-02-01,test
凯翼拾月,2026-03-01,test
凯翼拾月,2026-04-01,test
凯翼拾月,2026-05-01,test
凯翼拾月,2026-06-01,test
凯迪拉克CT5,2022-01-01,train
凯迪拉克CT5,2022-02-01,train
凯迪拉克CT5,2022-03-01,train
凯迪拉克CT5,2022-04-01,train
凯迪拉克CT5,2022-05-01,train
凯迪拉克CT5,2022-06-01,train
凯迪拉克CT5,2022-07-01,train
凯迪拉克CT5,2022-08-01,train
凯迪拉克CT5,2022-09-01,train
凯迪拉克CT5,2022-10-01,train
凯迪拉克CT5,2022-11-01,train
凯迪拉克CT5,2022-12-01,train
凯迪拉克CT5,2023-01-01,train
凯迪拉克CT5,2023-02-01,train
凯迪拉克CT5,2023-03-01,train
凯迪拉克CT5,2023-04-01,train
凯迪拉克CT5,2023-05-01,train
凯迪拉克CT5,2023-06-01,train
凯迪拉克CT5,2023-07-01,train
凯迪拉克CT5,2023-08-01,train
凯迪拉克CT5,2023-09-01,train
凯迪拉克CT5,2023-10-01,train
凯迪拉克CT5,2023-11-01,train
凯迪拉克CT5,2023-12-01,train
凯迪拉克CT5,2024-01-01,train
凯迪拉克CT5,2024-02-01,train
凯迪拉克CT5,2024-03-01,train
凯迪拉克CT5,2024-04-01,train
凯迪拉克CT5,2024-05-01,train
凯迪拉克CT5,2024-06-01,train
凯迪拉克CT5,2024-07-01,train
凯迪拉克CT5,2024-08-01,train
凯迪拉克CT5,2024-09-01,train
凯迪拉克CT5,2024-10-01,train
凯迪拉克CT5,2024-11-01,train
凯迪拉克CT5,2024-12-01,train
凯迪拉克CT5,2025-01-01,train
凯迪拉克CT5,2025-02-01,train
凯迪拉克CT5,2025-03-01,train
凯迪拉克CT5,2025-04-01,train
凯迪拉克CT5,2025-05-01,train
凯迪拉克CT5,2025-06-01,train
凯迪拉克CT5,2025-07-01,val
凯迪拉克CT5,2025-08-01,val
凯迪拉克CT5,2025-09-01,val
凯迪拉克CT5,2025-10-01,val
凯迪拉克CT5,2025-11-01,val
凯迪拉克CT5,2025-12-01,val
凯迪拉克CT5,2026-01-01,test
凯迪拉克CT5,2026-02-01,test
凯迪拉克CT5,2026-03-01,test
凯迪拉克CT5,2026-04-01,test
凯迪拉克CT5,2026-05-01,test
凯迪拉克CT5,2026-06-01,test
凯迪拉克XT5,2022-01-01,train
凯迪拉克XT5,2022-02-01,train
凯迪拉克XT5,2022-03-01,train
凯迪拉克XT5,2022-04-01,train
凯迪拉克XT5,2022-05-01,train
凯迪拉克XT5,2022-06-01,train
凯迪拉克XT5,2022-07-01,train
凯迪拉克XT5,2022-08-01,train
凯迪拉克XT5,2022-09-01,train
凯迪拉克XT5,2022-10-01,train
凯迪拉克XT5,2022-11-01,train
凯迪拉克XT5,2022-12-01,train
凯迪拉克XT5,2023-01-01,train
凯迪拉克XT5,2023-02-01,train
凯迪拉克XT5,2023-03-01,train
凯迪拉克XT5,2023-04-01,train
凯迪拉克XT5,2023-05-01,train
凯迪拉克XT5,2023-06-01,train
凯迪拉克XT5,2023-07-01,train
凯迪拉克XT5,2023-08-01,train
凯迪拉克XT5,2023-09-01,train
凯迪拉克XT5,2023-10-01,train
凯迪拉克XT5,2023-11-01,train
凯迪拉克XT5,2023-12-01,train
凯迪拉克XT5,2024-01-01,train
凯迪拉克XT5,2024-02-01,train
凯迪拉克XT5,2024-03-01,train
凯迪拉克XT5,2024-04-01,train
凯迪拉克XT5,2024-05-01,train
凯迪拉克XT5,2024-06-01,train
凯迪拉克XT5,2024-07-01,train
凯迪拉克XT5,2024-08-01,train
凯迪拉克XT5,2024-09-01,train
凯迪拉克XT5,2024-10-01,train
凯迪拉克XT5,2024-11-01,train
凯迪拉克XT5,2024-12-01,train
凯迪拉克XT5,2025-01-01,train
凯迪拉克XT5,2025-02-01,train
凯迪拉克XT5,2025-03-01,train
凯迪拉克XT5,2025-04-01,train
凯迪拉克XT5,2025-05-01,train
凯迪拉克XT5,2025-06-01,train
凯迪拉克XT5,2025-07-01,val
凯迪拉克XT5,2025-08-01,val
凯迪拉克XT5,2025-09-01,val
凯迪拉克XT5,2025-10-01,val
凯迪拉克XT5,2025-11-01,val
凯迪拉克XT5,2025-12-01,val
凯迪拉克XT5,2026-01-01,test
凯迪拉克XT5,2026-02-01,test
凯迪拉克XT5,2026-03-01,test
凯迪拉克XT5,2026-04-01,test
凯迪拉克XT5,2026-05-01,test
凯迪拉克XT5,2026-06-01,test
凯迪拉克XT6,2022-01-01,train
凯迪拉克XT6,2022-02-01,train
凯迪拉克XT6,2022-03-01,train
凯迪拉克XT6,2022-04-01,train
凯迪拉克XT6,2022-05-01,train
凯迪拉克XT6,2022-06-01,train
凯迪拉克XT6,2022-07-01,train
凯迪拉克XT6,2022-08-01,train
凯迪拉克XT6,2022-09-01,train
凯迪拉克XT6,2022-10-01,train
凯迪拉克XT6,2022-11-01,train
凯迪拉克XT6,2022-12-01,train
凯迪拉克XT6,2023-01-01,train
凯迪拉克XT6,2023-02-01,train
凯迪拉克XT6,2023-03-01,train
凯迪拉克XT6,2023-04-01,train
凯迪拉克XT6,2023-05-01,train
凯迪拉克XT6,2023-06-01,train
凯迪拉克XT6,2023-07-01,train
凯迪拉克XT6,2023-08-01,train
凯迪拉克XT6,2023-09-01,train
凯迪拉克XT6,2023-10-01,train
凯迪拉克XT6,2023-11-01,train
凯迪拉克XT6,2023-12-01,train
凯迪拉克XT6,2024-01-01,train
凯迪拉克XT6,2024-02-01,train
凯迪拉克XT6,2024-03-01,train
凯迪拉克XT6,2024-04-01,train
凯迪拉克XT6,2024-05-01,train
凯迪拉克XT6,2024-06-01,train
凯迪拉克XT6,2024-07-01,train
凯迪拉克XT6,2024-08-01,train
凯迪拉克XT6,2024-09-01,train
凯迪拉克XT6,2024-10-01,train
凯迪拉克XT6,2024-11-01,train
凯迪拉克XT6,2024-12-01,train
凯迪拉克XT6,2025-01-01,train
凯迪拉克XT6,2025-02-01,train
凯迪拉克XT6,2025-03-01,train
凯迪拉克XT6,2025-04-01,train
凯迪拉克XT6,2025-05-01,train
凯迪拉克XT6,2025-06-01,train
凯迪拉克XT6,2025-07-01,val
凯迪拉克XT6,2025-08-01,val
凯迪拉克XT6,2025-09-01,val
凯迪拉克XT6,2025-10-01,val
凯迪拉克XT6,2025-11-01,val
凯迪拉克XT6,2025-12-01,val
凯迪拉克XT6,2026-01-01,test
凯迪拉克XT6,2026-02-01,test
凯迪拉克XT6,2026-03-01,test
凯迪拉克XT6,2026-04-01,test
凯迪拉克XT6,2026-05-01,test
凯迪拉克XT6,2026-06-01,test
别克E4,2022-01-01,train
别克E4,2022-02-01,train
别克E4,2022-03-01,train
别克E4,2022-04-01,train
别克E4,2022-05-01,train
别克E4,2022-06-01,train
别克E4,2022-07-01,train
别克E4,2022-08-01,train
别克E4,2022-09-01,train
别克E4,2022-10-01,train
别克E4,2022-11-01,train
别克E4,2022-12-01,train
别克E4,2023-01-01,train
别克E4,2023-02-01,train
别克E4,2023-03-01,train
别克E4,2023-04-01,train
别克E4,2023-05-01,train
别克E4,2023-06-01,train
别克E4,2023-07-01,train
别克E4,2023-08-01,train
别克E4,2023-09-01,train
别克E4,2023-10-01,train
别克E4,2023-11-01,train
别克E4,2023-12-01,train
别克E4,2024-01-01,train
别克E4,2024-02-01,train
别克E4,2024-03-01,train
别克E4,2024-04-01,train
别克E4,2024-05-01,train
别克E4,2024-06-01,train
别克E4,2024-07-01,train
别克E4,2024-08-01,train
别克E4,2024-09-01,train
别克E4,2024-10-01,train
别克E4,2024-11-01,train
别克E4,2024-12-01,train
别克E4,2025-01-01,train
别克E4,2025-02-01,train
别克E4,2025-03-01,train
别克E4,2025-04-01,train
别克E4,2025-05-01,train
别克E4,2025-06-01,train
别克E4,2025-07-01,val
别克E4,2025-08-01,val
别克E4,2025-09-01,val
别克E4,2025-10-01,val
别克E4,2025-11-01,val
别克E4,2025-12-01,val
别克E4,2026-01-01,test
别克E4,2026-02-01,test
别克E4,2026-03-01,test
别克E4,2026-04-01,test
别克E4,2026-05-01,test
别克E4,2026-06-01,test
别克GL6,2022-01-01,train
别克GL6,2022-02-01,train
别克GL6,2022-03-01,train
别克GL6,2022-04-01,train
别克GL6,2022-05-01,train
别克GL6,2022-06-01,train
别克GL6,2022-07-01,train
别克GL6,2022-08-01,train
别克GL6,2022-09-01,train
别克GL6,2022-10-01,train
别克GL6,2022-11-01,train
别克GL6,2022-12-01,train
别克GL6,2023-01-01,train
别克GL6,2023-02-01,train
别克GL6,2023-03-01,train
别克GL6,2023-04-01,train
别克GL6,2023-05-01,train
别克GL6,2023-06-01,train
别克GL6,2023-07-01,train
别克GL6,2023-08-01,train
别克GL6,2023-09-01,train
别克GL6,2023-10-01,train
别克GL6,2023-11-01,train
别克GL6,2023-12-01,train
别克GL6,2024-01-01,train
别克GL6,2024-02-01,train
别克GL6,2024-03-01,train
别克GL6,2024-04-01,train
别克GL6,2024-05-01,train
别克GL6,2024-06-01,train
别克GL6,2024-07-01,train
别克GL6,2024-08-01,train
别克GL6,2024-09-01,train
别克GL6,2024-10-01,train
别克GL6,2024-11-01,train
别克GL6,2024-12-01,train
别克GL6,2025-01-01,train
别克GL6,2025-02-01,train
别克GL6,2025-03-01,train
别克GL6,2025-04-01,train
别克GL6,2025-05-01,train
别克GL6,2025-06-01,train
别克GL6,2025-07-01,val
别克GL6,2025-08-01,val
别克GL6,2025-09-01,val
别克GL6,2025-10-01,val
别克GL6,2025-11-01,val
别克GL6,2025-12-01,val
别克GL6,2026-01-01,test
别克GL6,2026-02-01,test
别克GL6,2026-03-01,test
别克GL6,2026-04-01,test
别克GL6,2026-05-01,test
别克GL6,2026-06-01,test
别克GL8,2022-01-01,train
别克GL8,2022-02-01,train
别克GL8,2022-03-01,train
别克GL8,2022-04-01,train
别克GL8,2022-05-01,train
别克GL8,2022-06-01,train
别克GL8,2022-07-01,train
别克GL8,2022-08-01,train
别克GL8,2022-09-01,train
别克GL8,2022-10-01,train
别克GL8,2022-11-01,train
别克GL8,2022-12-01,train
别克GL8,2023-01-01,train
别克GL8,2023-02-01,train
别克GL8,2023-03-01,train
别克GL8,2023-04-01,train
别克GL8,2023-05-01,train
别克GL8,2023-06-01,train
别克GL8,2023-07-01,train
别克GL8,2023-08-01,train
别克GL8,2023-09-01,train
别克GL8,2023-10-01,train
别克GL8,2023-11-01,train
别克GL8,2023-12-01,train
别克GL8,2024-01-01,train
别克GL8,2024-02-01,train
别克GL8,2024-03-01,train
别克GL8,2024-04-01,train
别克GL8,2024-05-01,train
别克GL8,2024-06-01,train
别克GL8,2024-07-01,train
别克GL8,2024-08-01,train
别克GL8,2024-09-01,train
别克GL8,2024-10-01,train
别克GL8,2024-11-01,train
别克GL8,2024-12-01,train
别克GL8,2025-01-01,train
别克GL8,2025-02-01,train
别克GL8,2025-03-01,train
别克GL8,2025-04-01,train
别克GL8,2025-05-01,train
别克GL8,2025-06-01,train
别克GL8,2025-07-01,val
别克GL8,2025-08-01,val
别克GL8,2025-09-01,val
别克GL8,2025-10-01,val
别克GL8,2025-11-01,val
别克GL8,2025-12-01,val
别克GL8,2026-01-01,test
别克GL8,2026-02-01,test
别克GL8,2026-03-01,test
别克GL8,2026-04-01,test
别克GL8,2026-05-01,test
别克GL8,2026-06-01,test
别克GL8新能源,2022-01-01,train
别克GL8新能源,2022-02-01,train
别克GL8新能源,2022-03-01,train
别克GL8新能源,2022-04-01,train
别克GL8新能源,2022-05-01,train
别克GL8新能源,2022-06-01,train
别克GL8新能源,2022-07-01,train
别克GL8新能源,2022-08-01,train
别克GL8新能源,2022-09-01,train
别克GL8新能源,2022-10-01,train
别克GL8新能源,2022-11-01,train
别克GL8新能源,2022-12-01,train
别克GL8新能源,2023-01-01,train
别克GL8新能源,2023-02-01,train
别克GL8新能源,2023-03-01,train
别克GL8新能源,2023-04-01,train
别克GL8新能源,2023-05-01,train
别克GL8新能源,2023-06-01,train
别克GL8新能源,2023-07-01,train
别克GL8新能源,2023-08-01,train
别克GL8新能源,2023-09-01,train
别克GL8新能源,2023-10-01,train
别克GL8新能源,2023-11-01,train
别克GL8新能源,2023-12-01,train
别克GL8新能源,2024-01-01,train
别克GL8新能源,2024-02-01,train
别克GL8新能源,2024-03-01,train
别克GL8新能源,2024-04-01,train
别克GL8新能源,2024-05-01,train
别克GL8新能源,2024-06-01,train
别克GL8新能源,2024-07-01,train
别克GL8新能源,2024-08-01,train
别克GL8新能源,2024-09-01,train
别克GL8新能源,2024-10-01,train
别克GL8新能源,2024-11-01,train
别克GL8新能源,2024-12-01,train
别克GL8新能源,2025-01-01,train
别克GL8新能源,2025-02-01,train
别克GL8新能源,2025-03-01,train
别克GL8新能源,2025-04-01,train
别克GL8新能源,2025-05-01,train
别克GL8新能源,2025-06-01,train
别克GL8新能源,2025-07-01,val
别克GL8新能源,2025-08-01,val
别克GL8新能源,2025-09-01,val
别克GL8新能源,2025-10-01,val
别克GL8新能源,2025-11-01,val
别克GL8新能源,2025-12-01,val
别克GL8新能源,2026-01-01,test
别克GL8新能源,2026-02-01,test
别克GL8新能源,2026-03-01,test
别克GL8新能源,2026-04-01,test
别克GL8新能源,2026-05-01,test
别克GL8新能源,2026-06-01,test
勇士,2022-01-01,train
勇士,2022-02-01,train
勇士,2022-03-01,train
勇士,2022-04-01,train
勇士,2022-05-01,train
勇士,2022-06-01,train
勇士,2022-07-01,train
勇士,2022-08-01,train
勇士,2022-09-01,train
勇士,2022-10-01,train
勇士,2022-11-01,train
勇士,2022-12-01,train
勇士,2023-01-01,train
勇士,2023-02-01,train
勇士,2023-03-01,train
勇士,2023-04-01,train
勇士,2023-05-01,train
勇士,2023-06-01,train
勇士,2023-07-01,train
勇士,2023-08-01,train
勇士,2023-09-01,train
勇士,2023-10-01,train
勇士,2023-11-01,train
勇士,2023-12-01,train
勇士,2024-01-01,train
勇士,2024-02-01,train
勇士,2024-03-01,train
勇士,2024-04-01,train
勇士,2024-05-01,train
勇士,2024-06-01,train
勇士,2024-07-01,train
勇士,2024-08-01,train
勇士,2024-09-01,train
勇士,2024-10-01,train
勇士,2024-11-01,train
勇士,2024-12-01,train
勇士,2025-01-01,train
勇士,2025-02-01,train
勇士,2025-03-01,train
勇士,2025-04-01,train
勇士,2025-05-01,train
勇士,2025-06-01,train
勇士,2025-07-01,val
勇士,2025-08-01,val
勇士,2025-09-01,val
勇士,2025-10-01,val
勇士,2025-11-01,val
勇士,2025-12-01,val
勇士,2026-01-01,test
勇士,2026-02-01,test
勇士,2026-03-01,test
勇士,2026-04-01,test
勇士,2026-05-01,test
勇士,2026-06-01,test
北京EU5,2022-01-01,train
北京EU5,2022-02-01,train
北京EU5,2022-03-01,train
北京EU5,2022-04-01,train
北京EU5,2022-05-01,train
北京EU5,2022-06-01,train
北京EU5,2022-07-01,train
北京EU5,2022-08-01,train
北京EU5,2022-09-01,train
北京EU5,2022-10-01,train
北京EU5,2022-11-01,train
北京EU5,2022-12-01,train
北京EU5,2023-01-01,train
北京EU5,2023-02-01,train
北京EU5,2023-03-01,train
北京EU5,2023-04-01,train
北京EU5,2023-05-01,train
北京EU5,2023-06-01,train
北京EU5,2023-07-01,train
北京EU5,2023-08-01,train
北京EU5,2023-09-01,train
北京EU5,2023-10-01,train
北京EU5,2023-11-01,train
北京EU5,2023-12-01,train
北京EU5,2024-01-01,train
北京EU5,2024-02-01,train
北京EU5,2024-03-01,train
北京EU5,2024-04-01,train
北京EU5,2024-05-01,train
北京EU5,2024-06-01,train
北京EU5,2024-07-01,train
北京EU5,2024-08-01,train
北京EU5,2024-09-01,train
北京EU5,2024-10-01,train
北京EU5,2024-11-01,train
北京EU5,2024-12-01,train
北京EU5,2025-01-01,train
北京EU5,2025-02-01,train
北京EU5,2025-03-01,train
北京EU5,2025-04-01,train
北京EU5,2025-05-01,train
北京EU5,2025-06-01,train
北京EU5,2025-07-01,val
北京EU5,2025-08-01,val
北京EU5,2025-09-01,val
北京EU5,2025-10-01,val
北京EU5,2025-11-01,val
北京EU5,2025-12-01,val
北京EU5,2026-01-01,test
北京EU5,2026-02-01,test
北京EU5,2026-03-01,test
北京EU5,2026-04-01,test
北京EU5,2026-05-01,test
北京EU5,2026-06-01,test
北京现代ix35,2022-01-01,train
北京现代ix35,2022-02-01,train
北京现代ix35,2022-03-01,train
北京现代ix35,2022-04-01,train
北京现代ix35,2022-05-01,train
北京现代ix35,2022-06-01,train
北京现代ix35,2022-07-01,train
北京现代ix35,2022-08-01,train
北京现代ix35,2022-09-01,train
北京现代ix35,2022-10-01,train
北京现代ix35,2022-11-01,train
北京现代ix35,2022-12-01,train
北京现代ix35,2023-01-01,train
北京现代ix35,2023-02-01,train
北京现代ix35,2023-03-01,train
北京现代ix35,2023-04-01,train
北京现代ix35,2023-05-01,train
北京现代ix35,2023-06-01,train
北京现代ix35,2023-07-01,train
北京现代ix35,2023-08-01,train
北京现代ix35,2023-09-01,train
北京现代ix35,2023-10-01,train
北京现代ix35,2023-11-01,train
北京现代ix35,2023-12-01,train
北京现代ix35,2024-01-01,train
北京现代ix35,2024-02-01,train
北京现代ix35,2024-03-01,train
北京现代ix35,2024-04-01,train
北京现代ix35,2024-05-01,train
北京现代ix35,2024-06-01,train
北京现代ix35,2024-07-01,train
北京现代ix35,2024-08-01,train
北京现代ix35,2024-09-01,train
北京现代ix35,2024-10-01,train
北京现代ix35,2024-11-01,train
北京现代ix35,2024-12-01,train
北京现代ix35,2025-01-01,train
北京现代ix35,2025-02-01,train
北京现代ix35,2025-03-01,train
北京现代ix35,2025-04-01,train
北京现代ix35,2025-05-01,train
北京现代ix35,2025-06-01,train
北京现代ix35,2025-07-01,val
北京现代ix35,2025-08-01,val
北京现代ix35,2025-09-01,val
北京现代ix35,2025-10-01,val
北京现代ix35,2025-11-01,val
北京现代ix35,2025-12-01,val
北京现代ix35,2026-01-01,test
北京现代ix35,2026-02-01,test
北京现代ix35,2026-03-01,test
北京现代ix35,2026-04-01,test
北京现代ix35,2026-05-01,test
北京现代ix35,2026-06-01,test
博越REV,2022-01-01,train
博越REV,2022-02-01,train
博越REV,2022-03-01,train
博越REV,2022-04-01,train
博越REV,2022-05-01,train
博越REV,2022-06-01,train
博越REV,2022-07-01,train
博越REV,2022-08-01,train
博越REV,2022-09-01,train
博越REV,2022-10-01,train
博越REV,2022-11-01,train
博越REV,2022-12-01,train
博越REV,2023-01-01,train
博越REV,2023-02-01,train
博越REV,2023-03-01,train
博越REV,2023-04-01,train
博越REV,2023-05-01,train
博越REV,2023-06-01,train
博越REV,2023-07-01,train
博越REV,2023-08-01,train
博越REV,2023-09-01,train
博越REV,2023-10-01,train
博越REV,2023-11-01,train
博越REV,2023-12-01,train
博越REV,2024-01-01,train
博越REV,2024-02-01,train
博越REV,2024-03-01,train
博越REV,2024-04-01,train
博越REV,2024-05-01,train
博越REV,2024-06-01,train
博越REV,2024-07-01,train
博越REV,2024-08-01,train
博越REV,2024-09-01,train
博越REV,2024-10-01,train
博越REV,2024-11-01,train
博越REV,2024-12-01,train
博越REV,2025-01-01,train
博越REV,2025-02-01,train
博越REV,2025-03-01,train
博越REV,2025-04-01,train
博越REV,2025-05-01,train
博越REV,2025-06-01,train
博越REV,2025-07-01,val
博越REV,2025-08-01,val
博越REV,2025-09-01,val
博越REV,2025-10-01,val
博越REV,2025-11-01,val
博越REV,2025-12-01,val
博越REV,2026-01-01,test
博越REV,2026-02-01,test
博越REV,2026-03-01,test
博越REV,2026-04-01,test
博越REV,2026-05-01,test
博越REV,2026-06-01,test
卡罗拉,2022-01-01,train
卡罗拉,2022-02-01,train
卡罗拉,2022-03-01,train
卡罗拉,2022-04-01,train
卡罗拉,2022-05-01,train
卡罗拉,2022-06-01,train
卡罗拉,2022-07-01,train
卡罗拉,2022-08-01,train
卡罗拉,2022-09-01,train
卡罗拉,2022-10-01,train
卡罗拉,2022-11-01,train
卡罗拉,2022-12-01,train
卡罗拉,2023-01-01,train
卡罗拉,2023-02-01,train
卡罗拉,2023-03-01,train
卡罗拉,2023-04-01,train
卡罗拉,2023-05-01,train
卡罗拉,2023-06-01,train
卡罗拉,2023-07-01,train
卡罗拉,2023-08-01,train
卡罗拉,2023-09-01,train
卡罗拉,2023-10-01,train
卡罗拉,2023-11-01,train
卡罗拉,2023-12-01,train
卡罗拉,2024-01-01,train
卡罗拉,2024-02-01,train
卡罗拉,2024-03-01,train
卡罗拉,2024-04-01,train
卡罗拉,2024-05-01,train
卡罗拉,2024-06-01,train
卡罗拉,2024-07-01,train
卡罗拉,2024-08-01,train
卡罗拉,2024-09-01,train
卡罗拉,2024-10-01,train
卡罗拉,2024-11-01,train
卡罗拉,2024-12-01,train
卡罗拉,2025-01-01,train
卡罗拉,2025-02-01,train
卡罗拉,2025-03-01,train
卡罗拉,2025-04-01,train
卡罗拉,2025-05-01,train
卡罗拉,2025-06-01,train
卡罗拉,2025-07-01,val
卡罗拉,2025-08-01,val
卡罗拉,2025-09-01,val
卡罗拉,2025-10-01,val
卡罗拉,2025-11-01,val
卡罗拉,2025-12-01,val
卡罗拉,2026-01-01,test
卡罗拉,2026-02-01,test
卡罗拉,2026-03-01,test
卡罗拉,2026-04-01,test
卡罗拉,2026-05-01,test
卡罗拉,2026-06-01,test
卡罗拉双擎E+,2022-01-01,train
卡罗拉双擎E+,2022-02-01,train
卡罗拉双擎E+,2022-03-01,train
卡罗拉双擎E+,2022-04-01,train
卡罗拉双擎E+,2022-05-01,train
卡罗拉双擎E+,2022-06-01,train
卡罗拉双擎E+,2022-07-01,train
卡罗拉双擎E+,2022-08-01,train
卡罗拉双擎E+,2022-09-01,train
卡罗拉双擎E+,2022-10-01,train
卡罗拉双擎E+,2022-11-01,train
卡罗拉双擎E+,2022-12-01,train
卡罗拉双擎E+,2023-01-01,train
卡罗拉双擎E+,2023-02-01,train
卡罗拉双擎E+,2023-03-01,train
卡罗拉双擎E+,2023-04-01,train
卡罗拉双擎E+,2023-05-01,train
卡罗拉双擎E+,2023-06-01,train
卡罗拉双擎E+,2023-07-01,train
卡罗拉双擎E+,2023-08-01,train
卡罗拉双擎E+,2023-09-01,train
卡罗拉双擎E+,2023-10-01,train
卡罗拉双擎E+,2023-11-01,train
卡罗拉双擎E+,2023-12-01,train
卡罗拉双擎E+,2024-01-01,train
卡罗拉双擎E+,2024-02-01,train
卡罗拉双擎E+,2024-03-01,train
卡罗拉双擎E+,2024-04-01,train
卡罗拉双擎E+,2024-05-01,train
卡罗拉双擎E+,2024-06-01,train
卡罗拉双擎E+,2024-07-01,train
卡罗拉双擎E+,2024-08-01,train
卡罗拉双擎E+,2024-09-01,train
卡罗拉双擎E+,2024-10-01,train
卡罗拉双擎E+,2024-11-01,train
卡罗拉双擎E+,2024-12-01,train
卡罗拉双擎E+,2025-01-01,train
卡罗拉双擎E+,2025-02-01,train
卡罗拉双擎E+,2025-03-01,train
卡罗拉双擎E+,2025-04-01,train
卡罗拉双擎E+,2025-05-01,train
卡罗拉双擎E+,2025-06-01,train
卡罗拉双擎E+,2025-07-01,val
卡罗拉双擎E+,2025-08-01,val
卡罗拉双擎E+,2025-09-01,val
卡罗拉双擎E+,2025-10-01,val
卡罗拉双擎E+,2025-11-01,val
卡罗拉双擎E+,2025-12-01,val
卡罗拉双擎E+,2026-01-01,test
卡罗拉双擎E+,2026-02-01,test
卡罗拉双擎E+,2026-03-01,test
卡罗拉双擎E+,2026-04-01,test
卡罗拉双擎E+,2026-05-01,test
卡罗拉双擎E+,2026-06-01,test
卡罗拉锐放,2022-01-01,train
卡罗拉锐放,2022-02-01,train
卡罗拉锐放,2022-03-01,train
卡罗拉锐放,2022-04-01,train
卡罗拉锐放,2022-05-01,train
卡罗拉锐放,2022-06-01,train
卡罗拉锐放,2022-07-01,train
卡罗拉锐放,2022-08-01,train
卡罗拉锐放,2022-09-01,train
卡罗拉锐放,2022-10-01,train
卡罗拉锐放,2022-11-01,train
卡罗拉锐放,2022-12-01,train
卡罗拉锐放,2023-01-01,train
卡罗拉锐放,2023-02-01,train
卡罗拉锐放,2023-03-01,train
卡罗拉锐放,2023-04-01,train
卡罗拉锐放,2023-05-01,train
卡罗拉锐放,2023-06-01,train
卡罗拉锐放,2023-07-01,train
卡罗拉锐放,2023-08-01,train
卡罗拉锐放,2023-09-01,train
卡罗拉锐放,2023-10-01,train
卡罗拉锐放,2023-11-01,train
卡罗拉锐放,2023-12-01,train
卡罗拉锐放,2024-01-01,train
卡罗拉锐放,2024-02-01,train
卡罗拉锐放,2024-03-01,train
卡罗拉锐放,2024-04-01,train
卡罗拉锐放,2024-05-01,train
卡罗拉锐放,2024-06-01,train
卡罗拉锐放,2024-07-01,train
卡罗拉锐放,2024-08-01,train
卡罗拉锐放,2024-09-01,train
卡罗拉锐放,2024-10-01,train
卡罗拉锐放,2024-11-01,train
卡罗拉锐放,2024-12-01,train
卡罗拉锐放,2025-01-01,train
卡罗拉锐放,2025-02-01,train
卡罗拉锐放,2025-03-01,train
